[236.24495659 335.59805582],[276.62209136 330.40352516],[302.51587073 307.51080323],[323.67176811 284.17389479],[338.06193452 266.04467396],[278.53604759 261.25967904],[306.67623166 238.34699648],[326.53681285 234.00319012],[340.94552584 231.55569184],[259.02436071 248.29329446],[268.44714005 211.757203  ],[280.94605481 182.237754  ],[295.0695292 157.7094007],[238.53375506 244.68972287],[229.90293956 210.38455797],[229.50409959 181.14992842],[234.5323686  156.74478233],[222.03681298 251.77001954],[209.92676212 220.85905352],[205.56801542 196.35722069],[203.85742192 173.13993763]
[258.28790283 319.98519517],[278.9595652  316.19132361],[292.03135435 301.3733546 ],[302.23551914 288.90091441],[306.13845635 279.34113836],[277.84931067 274.62577753],[290.61081703 263.42899433],[297.36458191 267.6485999 ],[302.59329921 273.81842378],[266.39944171 269.70143408],[272.4442369  250.26011298],[276.45433313 234.4099431 ],[279.74700308 222.60601962],[254.69046745 271.01099618],[250.83400734 253.30321509],[247.92794365 238.02892503],[246.50839962 225.60053353],[244.68233992 279.25563231],[237.03498402 267.75070602],[230.76316412 256.1715746 ],[225.86093258 244.33075221]
[246.45943902 324.17930008],[268.57725024 319.00892965],[284.22789965 304.14931985],[296.05276922 291.37168963],[299.67712011 281.60910058],[269.30074437 275.54683414],[284.9959692  267.25004116],[294.29558673 273.45106898],[300.64598246 280.48492413],[258.22811494 270.49749396],[264.08280395 250.81593289],[270.51171926 234.42800601],[277.06404109 220.2240549 ],[246.6295599  271.82221769],[241.68878741 252.79452061],[240.72706685 235.17363862],[241.38629919 220.38371916],[236.24701729 280.02025668],[227.84864545 265.44618947],[221.65718699 252.75085973],[217.72315689 240.63101721]
[243.63834609 320.70378153],[265.73675198 318.77045657],[279.3308222  304.29862191],[290.94612426 292.0203895 ],[298.06600283 284.31005459],[265.47525765 275.16290417],[279.87738739 264.58285518],[288.16572013 269.14443382],[294.29342216 275.59569451],[254.4162193  270.30593022],[260.35720678 249.01202412],[265.01190881 232.1972837 ],[269.32981745 219.19329279],[242.82909443 271.24430627],[237.57105952 252.00544215],[234.95803909 234.69069867],[233.99913433 221.05771378],[232.73281539 278.81512486],[223.48761558 265.64234132],[217.16343727 253.0832311 ],[212.69801613 241.10366258]
[238.75265086 319.19950313],[261.70825852 316.15053156],[275.17525244 301.1329205 ],[286.95869036 288.48409095],[290.67427421 278.43234073],[261.58401318 269.85269818],[274.82105122 258.88985919],[283.32632449 265.59395844],[288.2437218  274.90487963],[249.3093285  264.18790501],[256.71994197 244.26812876],[261.47002817 228.79901241],[264.90084621 218.07432139],[237.85830641 265.60276299],[232.74406191 246.78685709],[231.01694249 231.359809  ],[230.74425363 219.0298649 ],[228.0936115 274.8239592],[217.42314949 262.10110298],[210.22085221 249.52443553],[204.27154813 236.79398914]
[233.60572216 324.87269291],[257.02411123 317.80684989],[272.26462786 302.25172605],[283.92164791 290.14967349],[289.57432065 282.30616679],[258.26912415 271.80305156],[273.51131987 265.86893   ],[284.31008763 274.41464533],[290.41586213 283.08966838],[246.52267367 267.47273103],[251.52554877 246.81621572],[258.38223012 229.53466122],[264.116832  214.7163119],[234.60376616 270.09489362],[229.00548607 250.49596454],[227.96602404 232.25876903],[228.05935437 216.90367971],[224.11125409 280.55958371],[212.56127475 265.31116642],[204.44824745 251.41530083],[198.63230436 238.04139585]
[223.51839185 321.6524414 ],[248.88613926 313.82589271],[263.56674605 298.26089067],[275.08035274 285.68274445],[277.95912035 275.1461852 ],[245.24789283 267.6207373 ],[262.31557959 256.14406529],[274.69044812 265.99346069],[282.32984974 276.99573337],[232.33774785 264.05592975],[237.82078603 239.40989248],[245.03260576 221.95283736],[251.12084927 208.35997883],[220.99995804 267.31005944],[213.39011043 243.9689151 ],[212.99845372 226.21949547],[213.95041259 212.33353617],[211.77122275 278.37263754],[200.03388059 262.17830833],[193.0280759  249.19949046],[187.93496544 236.81564138]
[216.2472854  326.41900354],[241.43612867 314.66711153],[258.16892138 297.36606549],[271.25914383 282.87095464],[274.31001668 271.01620897],[238.1591769  263.46940665],[255.91196497 255.34385979],[270.65229861 267.89208643],[277.09390971 280.36914776],[226.44011061 259.13835828],[227.21798629 232.3227222 ],[235.20953178 212.33881874],[240.81047794 195.55586152],[215.02055977 264.06699347],[206.37475866 240.07454114],[207.4499196  220.34274413],[208.38746227 204.67014987],[204.6995578  278.74174868],[193.33501135 260.74659893],[186.35495619 248.6051578 ],[180.54690697 237.75226023]
[211.82738695 319.3579964 ],[233.72303307 308.4197331 ],[248.83403485 291.64446757],[261.28786868 277.4365176 ],[262.0634448  267.65222137],[230.44243692 258.25055423],[244.90164597 246.74014252],[256.30032859 257.55449429],[262.30064974 269.38367641],[217.94317077 254.34549435],[221.05215306 229.47386973],[226.55523299 210.83926897],[230.06300546 194.88463143],[206.48803312 258.52557256],[194.8444664  236.17784116],[190.91031645 218.85773507],[188.27791395 203.8127886 ],[196.51876287 271.38736638],[181.3269681  256.34665925],[172.0658146  244.29672855],[164.83096135 231.40064391]
[202.74679463 314.50545666],[227.66993598 302.90966131],[245.49867513 287.84010593],[257.11829585 274.4121879 ],[260.75070511 263.51368708],[224.91123266 251.86392621],[242.29562217 239.36373058],[252.91807542 247.74023408],[257.29058278 256.24746375],[209.8687721  249.67336011],[216.38832758 219.40280909],[224.64778015 195.93610843],[229.20205673 176.86653599],[196.91197063 254.6824965 ],[191.76775197 228.19178994],[191.46288389 205.41870949],[191.55447836 186.29467503],[187.02094406 267.83456488],[175.12321849 249.77161574],[167.01378127 235.36507897],[161.2172324  221.44931327]
[197.73027087 308.26762822],[222.57034719 298.57153968],[239.46853434 282.89747796],[252.29377422 269.41201855],[254.92746025 259.26977306],[219.56260477 246.74289937],[236.28127781 233.59930919],[247.78391756 245.13065308],[252.14752337 257.58798364],[205.90438318 242.3049778 ],[211.65051599 213.56842644],[220.17465209 192.93349325],[225.44422282 175.08263115],[193.44423336 245.3853205 ],[186.7623282  220.93239277],[187.05513185 201.06497968],[187.11265132 183.36720675],[182.40581484 257.55753557],[170.0240913  241.01381292],[162.81121025 227.3297656 ],[156.80565255 212.81721887]
[189.55463118 303.59283021],[214.56083562 295.78749653],[233.14308254 278.82171003],[246.13668944 263.54109858],[249.48838688 252.365085  ],[212.88710193 238.94814848],[227.78002859 223.26642026],[235.40933358 232.7919629 ],[239.21337441 242.85570623],[198.40794437 233.10526445],[208.888715   207.34550211],[218.05096707 186.95360511],[225.60788905 169.17237902],[184.85574472 236.20902058],[179.91034322 212.04105807],[178.54189276 190.50767164],[179.53487791 171.50099684],[173.81597736 249.20356692],[161.01860253 232.03454783],[153.03028574 218.16518438],[148.20435412 202.54271172]
[183.04938318 297.02736402],[208.36892745 286.72951606],[228.19196319 270.69302646],[240.56076063 258.80632185],[241.97738737 248.34405427],[207.32941843 233.42646301],[224.93724546 219.88634113],[234.49980643 230.81326444],[237.52474485 243.23160653],[192.18107887 229.05642741],[201.61723215 200.70005072],[210.38002453 181.36243462],[217.14581873 166.84251809],[177.0085523  231.60423512],[172.77843936 206.21749129],[173.61969327 184.32699407],[175.00669087 168.04160979],[164.28293757 242.91485417],[151.30453012 226.22682957],[143.48729026 212.11532945],[138.50401084 196.9995322 ]
[176.47402723 295.15133236],[206.78382527 285.39527091],[226.84784687 268.11248716],[237.32322676 254.21434582],[237.69425581 240.44447322],[204.93410681 225.04152837],[220.57384981 208.62773011],[232.02389676 214.44185844],[235.78767692 223.6954604 ],[189.11846856 219.50924385],[198.07375033 193.30703387],[207.92729056 173.12592887],[213.95758934 155.35506421],[173.50449133 221.70581265],[169.4150591 196.5207971],[168.35246369 173.31919959],[167.54388515 153.46122251],[160.05815914 233.38725947],[150.20961343 214.57057234],[142.80703908 199.70215675],[136.2923343  183.25259506]
[177.38309404 287.77528177],[201.65800543 280.48884957],[222.23645266 261.51978713],[231.05301926 242.48686193],[229.16517077 229.49722183],[199.46462538 221.35665768],[213.37337449 198.12861636],[222.92193095 191.6697945 ],[228.65058152 189.00971038],[183.82637871 215.41789951],[192.01650866 188.29009303],[198.77080078 167.66255483],[203.27082428 151.50115419],[169.12188115 217.47601448],[163.52203946 191.92999222],[160.73833416 169.5748742 ],[159.82555651 150.48944722],[156.58342121 228.58276354],[143.25342451 212.69883363],[135.06649609 198.72445275],[128.7410735  182.52882942]
[175.45902316 283.52261109],[200.34010484 273.23736988],[221.3411719 251.725216 ],[227.97458466 230.43364069],[222.02976471 218.40302236],[197.53902305 211.34765461],[211.89432274 183.94006264],[222.13207987 175.61580638],[227.77981182 171.96998431],[181.65409495 203.49148427],[191.5779351  174.63865203],[199.54908066 154.28646529],[204.16283819 138.4702578 ],[167.35300587 205.77418126],[161.13657437 178.97188983],[157.85663403 157.43119193],[156.31323437 138.85998715],[154.89146544 218.10611215],[141.26279402 199.24599883],[133.16537741 184.83566352],[126.56231167 168.94802488]
[172.77498047 270.44338841],[199.41068321 254.77087762],[222.33024202 238.94916528],[234.93698645 218.83582002],[237.86486738 200.71068895],[196.42323691 196.8482175 ],[218.72916664 177.85380967],[233.31163498 184.70844608],[240.60111451 193.1038758 ],[180.84063806 187.14857242],[192.14439197 160.93049836],[202.42773653 139.64917166],[211.51702794 122.21585755],[166.74213883 187.47236974],[158.45012909 162.02323416],[156.86758693 137.43138784],[158.82266202 117.44335403],[155.04789237 199.18457516],[138.9010946  179.67804992],[132.2990407  162.43209242],[128.4147393  144.23922566]
[185.44553759 259.80909453],[216.46823696 245.35627625],[239.07409349 227.89939912],[255.40942845 210.41826977],[255.12938145 195.33892622],[213.97707196 182.71553916],[232.30900773 163.30136052],[246.10765112 177.01174691],[252.173844   192.76844531],[197.30908465 175.11471992],[206.3836454  146.00126196],[215.70494694 121.81105876],[224.29250553 101.40200675],[182.59124687 177.35008395],[175.57637383 149.83764398],[174.64445864 123.36553012],[177.35745702 101.31519775],[170.18137853 190.40274651],[152.91989597 168.88043831],[146.08182178 151.84133234],[142.22137549 133.92870352]
[198.5184362 253.1881993],[227.09864647 240.50374012],[249.16078867 221.18312521],[261.80126905 207.5464012 ],[259.20141032 200.97585978],[221.88126551 175.73021921],[241.74034617 162.39973521],[256.23110787 177.66820325],[261.46636192 191.07111019],[207.31398815 170.86733171],[213.72781637 141.02567997],[224.8281756  119.80878878],[232.14931971 101.14248358],[193.5503293  174.26268217],[182.17914977 142.33254909],[179.6134695  115.86677141],[179.28641364  94.35628651],[182.40090293 189.00083689],[165.87868196 165.57074837],[159.019279   149.33973502],[153.90754365 131.15234557]
[206.49117274 251.63002795],[234.85764276 242.24322348],[253.61670908 225.22661162],[268.51005965 214.6011851 ],[274.67313094 208.21651606],[234.51121198 180.29812305],[251.64343364 165.13210617],[265.54934375 176.94902625],[273.61781646 189.72513557],[218.68780376 175.00544825],[223.58723857 142.69192942],[231.93940293 121.00479438],[239.25564865 103.19185435],[204.46183234 177.06248694],[193.16708997 145.40833117],[190.3841399 121.0640855],[191.21963551 102.56793168],[192.58734204 188.45295244],[176.92316353 166.61823039],[170.27602257 150.47344686],[165.25070139 133.64992074]
[214.53018803 260.8589608 ],[240.15418682 249.56055421],[260.20493028 228.9750911 ],[272.62002509 212.26283508],[270.5459489  201.78631788],[238.10342514 185.07798241],[255.76738113 168.69668448],[267.86606518 181.77778094],[273.05808039 194.96790201],[224.81660895 180.02686009],[235.06205276 151.68584756],[246.75004501 132.04659715],[256.56092722 117.52543893],[212.20450731 183.24516954],[204.86268124 153.41515777],[202.21775872 127.14871847],[202.05259227 107.53515785],[201.76606615 198.45756155],[187.29556866 177.17272683],[179.26587341 158.46303654],[173.33561649 138.81549233]
[215.4349354 264.0636866],[244.27408015 253.52996786],[264.20235168 235.80712567],[275.81750354 219.82527145],[275.71077479 207.14052042],[241.14289822 193.44873714],[258.7549189  179.61155769],[272.26337813 193.9745228 ],[278.62256969 207.82364504],[226.33091144 186.83961057],[235.75629397 157.22535154],[246.97953478 136.69034279],[255.80746048 119.79009513],[213.00753002 189.29344285],[206.62256484 159.30021993],[205.17873483 135.0092237 ],[204.68508698 115.00774666],[202.31857278 203.06379441],[191.37478972 180.63409709],[184.79082242 162.83421208],[178.6650758  143.87662282]
[215.06349772 262.24361701],[240.91603753 254.40740975],[256.90689767 237.01803706],[269.02669929 221.61218518],[272.21350069 210.51589639],[239.4252022  201.07422242],[255.76704284 182.80374615],[267.81262941 185.43940807],[277.10544562 190.31888503],[224.95375727 195.73536533],[236.0798042  169.45619745],[245.45704059 152.37768593],[253.76415987 138.31999223],[211.65672614 197.83410969],[208.94567802 171.254933  ],[209.91350568 151.84342265],[212.51901674 134.79361467],[201.42456975 207.86627229],[192.18866294 188.90275926],[186.25903329 173.34289345],[182.15074578 156.80969282]
[219.09514552 276.01423181],[244.64841093 267.64715819],[266.35984117 249.9030513 ],[278.7640163  235.02943141],[277.57616614 222.84846711],[244.71186679 212.4319084 ],[262.26548439 200.88378532],[273.25275009 212.07378333],[277.91243758 222.55712203],[230.95354542 207.5332157 ],[238.55811249 181.5558013 ],[247.45868267 162.16656541],[254.46833615 145.53481394],[218.07009761 209.91212264],[212.33430805 183.64561955],[213.33578541 162.91579101],[215.42164164 144.84817321],[206.91872779 221.40284744],[196.89066118 202.84323527],[192.54209764 187.96353847],[189.46390786 171.9896213 ]
[223.98601851 282.3408524 ],[247.13342631 273.60710039],[265.50904737 253.4150371 ],[278.09927422 237.9591393 ],[277.7148122  228.39695559],[244.69624961 215.68184774],[261.02879773 203.12606022],[276.34922328 207.74618307],[283.23993656 214.05443627],[232.22666247 212.3149752 ],[234.85079072 186.02651996],[243.03522417 164.33508227],[248.21986566 147.5910219 ],[220.69533429 217.5852061 ],[210.44109048 192.05340108],[208.01825883 170.55370843],[207.96267857 153.51784408],[212.72484256 230.09286647],[200.21849656 211.76907234],[194.60675181 195.95856986],[190.70503497 179.66965095]
[220.96519785 271.34764638],[246.57777362 266.66719538],[262.34900069 250.04162352],[278.27047961 241.96267087],[286.96686967 238.82055735],[244.39707475 218.61860823],[260.04625193 203.73623701],[273.19983412 203.73408939],[283.06715263 205.48338984],[231.32505683 215.73717416],[232.34939493 188.68997009],[237.79163374 168.61709292],[243.08076703 155.34873556],[218.70271782 218.55744451],[210.33701142 194.21260997],[208.72249271 175.51043472],[209.34049194 161.66001197],[210.01142362 228.00713195],[198.83709202 210.74892162],[193.36238181 196.59147374],[189.82332399 183.01002608]
[222.30048778 276.13670434],[247.02655747 272.08285528],[262.54342341 255.3461098 ],[281.19267757 247.56384852],[287.92732797 244.38241071],[243.92679133 224.95486363],[261.23546594 211.47949886],[273.69825479 213.91516039],[281.63520703 216.90365082],[230.69576219 220.73914889],[234.43389236 193.79444889],[241.6073309  175.30213221],[248.54221498 164.90030491],[217.49905865 222.2893672 ],[212.31984724 196.32739536],[214.44538128 177.465335  ],[218.42257805 164.16885864],[208.14338489 231.03531079],[197.0467115  211.14465399],[193.31900261 196.64346115],[192.39731241 184.17118168]
[216.91406715 289.81943965],[246.99108466 283.55541209],[267.41409955 267.9221426 ],[281.59333719 258.36165167],[288.96330771 251.46772051],[243.0400127  230.32733637],[258.12301875 222.92874866],[275.25620657 226.80155051],[287.05351759 230.89849895],[229.59268436 229.19780786],[231.01253967 200.48927639],[241.59348885 181.96022706],[250.73726423 171.12101474],[217.34163867 233.87657483],[208.63075566 207.76311648],[208.44200707 183.3900882 ],[210.15145998 164.73171854],[209.95049552 248.91670648],[202.82749604 227.4045283 ],[202.06344904 213.75537484],[202.79239696 202.99926016]
[222.77549516 298.90007911],[246.11393139 293.19345678],[263.99574507 273.9933895 ],[278.27951249 261.50399337],[284.69738483 255.4858143 ],[242.27248337 236.87677106],[260.26693834 223.85322429],[276.79515216 223.26199627],[287.11100591 224.13007167],[230.41138984 234.23385858],[233.98343295 205.6235078 ],[244.57379015 186.2770972 ],[252.6131642  172.10820029],[218.15340079 238.09718896],[211.0917549  211.44210391],[210.68605231 189.4182319 ],[211.02325393 170.56619861],[209.39006155 252.9126287 ],[199.95938437 232.8055004 ],[196.13587551 217.42271764],[192.54754028 203.01036688]
