[254.18976659 318.31015989],[288.41137275 311.66634403],[311.25388472 287.14028272],[328.01199899 268.44476252],[345.61948986 254.36805374],[284.48386507 245.92417528],[295.82839089 213.12409155],[303.10940406 192.12138515],[307.69622013 174.14356628],[262.89396296 242.29141814],[264.44291995 205.48586469],[267.36807694 179.96230533],[267.71957721 158.69650916],[241.95457728 245.67057373],[236.7496589 213.3663674],[235.18417017 190.33035477],[232.45121501 170.88920642],[223.97484883 254.65919978],[212.53070691 232.63878747],[206.54240685 217.81178994],[200.48358285 203.44381702]
[282.00628619 322.80808741],[327.5200782  315.40978561],[362.86888538 275.67817427],[390.86899846 246.33952486],[420.40127067 228.45857531],[324.22356385 212.51811127],[335.67859863 162.12623068],[345.812761   132.32961855],[353.61274752 106.80127715],[291.32468256 206.37004782],[288.45277914 145.62818357],[289.56843266 105.52216974],[290.47065206  74.41575943],[261.41916491 213.96907375],[248.28159885 158.97400207],[242.67596024 119.75917204],[239.99228241  86.56398277],[234.85713539 234.33828722],[212.78905367 196.27538312],[200.48359615 173.99705395],[190.71551685 150.89310654]
[300.38885232 316.48229449],[344.45365158 311.64492845],[379.56509502 273.10743636],[407.39395189 242.48497481],[435.47714013 225.50483013],[341.81958855 212.73897258],[356.34747386 164.65749431],[366.81311707 135.47938107],[374.37935851 110.25671895],[309.33409357 204.80411488],[309.20672877 149.92344598],[311.79867734 111.66081882],[313.25480494  83.65450525],[278.90097401 210.87346891],[268.03423113 160.42481709],[262.3678987  123.70641589],[258.94821027  94.39737283],[254.10356791 229.41148613],[234.17065585 193.36288709],[221.16575434 171.89077926],[210.2782943  151.38983773]
[325.14567792 316.07137868],[370.22265641 307.2495861 ],[402.92913289 272.02037757],[426.89360068 241.45761135],[452.7994195  229.03680275],[368.73074031 213.81006597],[383.32287232 165.4858717 ],[392.40838886 133.12439787],[399.30953005 105.1587976 ],[336.40949363 208.31600713],[337.11016512 149.17772908],[337.80897145 110.79515374],[336.81903922  80.83397935],[306.60276941 213.97800671],[292.11524045 163.59439678],[283.50877231 125.42248939],[278.45911139  94.06895308],[281.04902075 231.58817891],[257.96075527 193.61841671],[246.39132668 170.37087546],[237.08949056 149.42116655]
[343.06617035 313.32661549],[388.84384945 306.13019723],[422.51615999 271.43625905],[447.03245895 241.69279721],[469.40011786 227.69240024],[385.43019115 213.04069451],[401.5011926  165.34315355],[411.18846174 133.00038223],[419.75658764 106.9339586 ],[353.87934072 206.32809992],[355.89025826 151.67101746],[358.19652196 114.07402622],[360.60153919  85.42294308],[324.41147892 212.65152759],[312.88992607 164.88493017],[307.8676558 128.5679262],[306.61230858 100.79587441],[298.29900245 230.06523449],[277.99618729 193.38808152],[268.12812505 168.84472848],[261.19071283 147.56139091]
[364.63080104 317.58791916],[412.55646884 310.10590606],[447.65771801 274.97873462],[474.29363535 244.97065591],[497.9905605  229.56153446],[409.1422513  217.23120786],[423.16409972 166.86393912],[431.29776592 134.31235474],[438.35306105 109.17696391],[375.61567676 211.28660727],[378.30440283 152.79476506],[380.98570363 114.04875728],[383.44165969  86.12349983],[344.66355145 217.12641129],[335.01628883 166.20383122],[330.0786263  129.47640174],[328.54566812 102.30118305],[318.86059892 233.92982926],[297.5437798  196.24627326],[286.08022528 170.30606163],[277.61333429 147.36805919]
[389.7355044  313.57000649],[436.07426075 308.90919713],[470.59956582 275.20487769],[496.74400572 247.00715754],[518.20935466 231.09055836],[433.19181503 214.43403076],[448.71937357 168.52432919],[459.76026399 135.57240413],[468.62749384 110.30739968],[401.50090729 208.66588955],[403.89334871 154.9933952 ],[407.36322075 115.27717836],[408.33371722  84.60230926],[371.88332623 216.74403867],[361.18877493 168.23682806],[355.31928055 131.26974191],[351.39925115 103.56070325],[346.823141   236.62620121],[323.72697677 198.73439577],[311.94636896 173.6771825 ],[302.97825864 151.21197195]
[412.16405509 317.42364108],[458.71137745 312.54656942],[494.98432711 276.43252968],[521.48968879 247.22877483],[543.08120949 228.19915888],[457.15884996 211.71952384],[470.98859738 166.43326417],[480.52059993 136.39923163],[488.22564619 113.75919799],[426.51786673 206.8013947 ],[427.76787881 153.98639294],[430.44016783 115.4454847 ],[431.00432483  85.37182677],[397.52221325 214.40556884],[386.8309299  165.77726227],[381.01163701 130.31809679],[377.38870327 103.28430658],[372.64112872 232.94806246],[349.49147089 195.25505859],[337.64886643 171.24884921],[328.43687641 148.98334284]
[440.14886657 316.7882495 ],[487.66457436 311.27248923],[523.70449249 274.01682794],[551.90385749 246.75273625],[579.52780188 229.22343869],[489.86858033 214.4737593 ],[500.85049495 167.6467235 ],[509.56546643 136.26341977],[516.86253937 110.81327246],[458.01239126 208.24869696],[457.51491571 153.09482619],[461.25090775 116.19214344],[463.92103724  88.31247023],[427.49257057 213.29856394],[416.44859604 162.85050628],[411.57983627 126.43989516],[409.08647964  99.29031554],[401.43276852 229.69977277],[380.04035728 191.56442656],[367.69850744 169.93481295],[357.176583   150.56617678]
[469.45420287 310.68498017],[513.82909475 308.98992332],[549.97177179 276.20541315],[577.3266917  249.62453699],[601.19339736 235.29284565],[515.85444152 213.20781402],[536.36901782 161.20372993],[548.37232223 131.58080699],[556.06655624 109.63654821],[482.87208756 206.00179119],[489.91099524 147.3394371 ],[495.49324811 110.33503236],[496.80813251  84.13510131],[452.8127062  211.05706303],[446.97591323 161.62209384],[443.87386503 127.04256932],[440.751728   101.99821578],[426.74221038 228.40590467],[407.94651199 192.35149313],[398.22793175 168.51831648],[390.17077383 147.83505986]
[491.70778052 309.87210337],[533.65406611 307.36738653],[568.7541813  270.46040832],[590.23104704 235.53934715],[607.70459098 210.45167123],[544.07010538 216.12648178],[561.70798213 167.00372792],[573.66911403 137.4170953 ],[581.23292021 113.66623565],[512.5890348  205.59164629],[519.69438908 151.50666971],[526.56234628 114.49712278],[530.37956198  84.27178233],[481.3791364 207.1305922],[481.45963723 159.1825101 ],[483.58091318 122.73480974],[485.6677066   93.76776005],[452.74884566 217.91458938],[444.01841854 180.06078837],[440.14870502 155.63075225],[437.49943827 134.04565994]
[501.90663818 318.53539582],[551.23526921 309.39027846],[587.63298928 273.10237722],[611.47041369 244.5171788 ],[631.37110745 220.65996813],[562.0980646  217.00735164],[576.49287845 169.22710619],[587.14174808 138.68721442],[593.64817526 115.09909543],[530.88900215 210.5778613 ],[537.18371998 155.99385465],[545.28589685 119.52324763],[550.00911331  87.86799252],[499.36634184 213.55341669],[501.3674423  163.79537092],[507.58968179 129.01789656],[512.56653788 100.08958134],[470.27235061 223.85288997],[463.71644169 187.08900531],[462.10548517 163.58251427],[460.71287782 141.47924691]
[513.78961496 331.95284776],[562.90274852 327.83895281],[596.63332285 287.15533661],[617.19861047 259.39466401],[635.17096813 232.29940082],[574.157251   233.06046227],[590.00744245 181.50502262],[602.47495092 150.11125491],[612.76207639 124.61042763],[542.71967422 225.41498   ],[552.25835691 171.50053405],[560.37912013 135.41765455],[566.24920609 101.82516197],[509.59148035 228.01774232],[516.04651793 179.93467715],[525.31765634 145.69108187],[531.9370067  116.86359219],[479.18410901 237.48015273],[472.65526933 201.43466902],[472.259338   177.25826638],[473.42680362 154.49339892]
[517.78198261 337.82460015],[561.0248191  333.62097629],[593.00819258 301.11174429],[612.42480535 270.28455022],[630.57495417 250.39743733],[569.71256147 242.3050578 ],[588.54236129 193.0660385 ],[597.35750361 165.8583956 ],[602.39041274 141.94995605],[538.67823565 234.60952404],[549.02660854 180.3282694 ],[557.83046027 147.37337514],[563.8569153  120.59369939],[510.13408511 237.03251345],[512.61960897 188.28977125],[516.47138199 156.67038944],[521.30780508 131.97596215],[482.67032276 249.01810086],[474.4565606  213.22328628],[470.8177996  190.78703171],[468.38197098 170.71863019]
[515.54973191 330.52803552],[557.26468031 325.22143545],[592.55165698 292.79541432],[614.41046322 265.53949509],[629.81648882 245.83121551],[562.75784899 240.55525123],[580.33700186 194.83921539],[592.8307504 166.0528935],[602.49073501 142.16618717],[532.95622045 233.12363826],[540.34220214 181.93497794],[550.11007628 147.10765254],[556.77754237 116.97038048],[503.16013421 235.64487637],[501.65770898 190.0090439 ],[505.63395174 157.81773601],[510.03397289 131.1519252 ],[476.551356   247.83187322],[464.44071346 213.07300381],[460.0151848  191.60646828],[457.23461339 170.03370204]
[510.65023551 306.92566157],[552.55584955 298.07734986],[586.16284624 263.44982288],[608.14757933 231.59821774],[626.47813307 210.65802582],[555.88267457 214.16076049],[574.33742457 163.26228241],[584.09586361 133.69898206],[590.04154681 111.05275038],[525.18039056 206.22387031],[531.1155693  151.15622355],[539.93244623 117.9453955 ],[545.30680327  92.61692483],[494.98167023 210.23094845],[490.14908258 159.35710288],[492.28688108 126.43513064],[495.22465218 103.19267214],[468.9293645 224.4043283],[454.18886107 185.40463841],[449.97437485 162.31478512],[449.23484602 142.75057267]
[499.50689266 265.34677948],[542.94766984 260.06379104],[577.77437701 229.45817661],[600.3379544 201.2328824],[621.01936909 184.57136709],[543.96509913 178.77892776],[561.95464681 132.76469049],[572.45100539 105.21770384],[579.31854786  82.25329023],[514.50821041 169.26892311],[522.81975888 119.00251561],[531.08520968  86.18061374],[535.96241556  60.4963497 ],[486.18097488 172.80591321],[478.4621028  126.95330693],[478.71765352  96.00362053],[479.05411145  72.70606847],[462.10135815 186.25913615],[446.4628069  152.72520431],[438.85255722 131.52125837],[433.59417198 111.46400528]
[489.16979957 247.45419532],[532.924563   246.42150119],[568.52603944 215.50567577],[595.70745847 190.56719777],[620.97584053 173.33631819],[537.84594452 156.56937887],[552.82264528 118.10594734],[565.33594741  90.15280813],[575.43442721  66.80412306],[509.21694604 149.13263682],[513.44428979 102.94880898],[520.38441085  70.57707533],[524.49755223  44.6764167 ],[479.51407983 152.6116928 ],[474.08673533 109.31177328],[474.39917894  77.78793527],[473.64797448  53.52057294],[452.90403964 166.76100242],[437.92908959 132.6593525 ],[427.6265288  112.20998246],[418.46660437  92.55668392]
[469.11605797 253.3581237 ],[509.80888096 249.89801476],[543.52067575 212.72549742],[569.75629626 183.13970033],[595.28692993 168.86426726],[515.56818655 158.9823689 ],[532.56561701 116.45419659],[544.25505591  90.02712096],[552.43278908  66.82377078],[486.26961565 149.614588  ],[493.40870616  99.41886055],[500.98741219  65.08846314],[503.64533419  39.22542265],[458.6931852  151.87334332],[453.40273138 108.03326696],[452.44046731  76.2579308 ],[450.99092875  49.9883914 ],[434.62109505 164.90941424],[417.39595576 133.03255465],[408.10362337 113.3463992 ],[400.98306374  93.26381056]
[433.97756522 254.18315592],[476.37277085 252.02294806],[511.32793446 217.33661297],[537.63289436 191.20279494],[568.47972804 177.18614048],[483.19358267 158.72455823],[500.72506841 117.02509868],[510.76429414  91.43500485],[518.48869023  68.98680054],[454.70940771 152.86327375],[461.45238431 104.20550691],[468.16960199  71.76127347],[473.56060002  46.92270276],[426.96155755 157.57880031],[423.11445515 116.08708036],[421.97715504  84.43218492],[421.70568283  58.3240681 ],[403.15589923 171.09261299],[386.14616181 140.68488308],[377.02444859 119.87937207],[369.69802239 100.35120745]
[405.99408311 276.96343592],[447.43366225 271.23303696],[481.02217846 236.9378733 ],[507.14815088 211.0498056 ],[531.74129886 196.19339675],[449.77579867 185.03839409],[465.14412176 140.29767642],[475.86742032 113.04534013],[483.22742702  90.23825678],[420.61425194 177.48686664],[424.09416685 127.88912145],[430.95156613  93.76102025],[434.32783295  65.8581432 ],[392.6543802  180.92608949],[386.20861958 136.07060371],[385.22057822 104.84051897],[384.4073268   78.78072603],[369.13096582 193.9185043 ],[353.92022839 159.90731225],[347.13700494 140.09517469],[341.30842627 119.69513514]
[369.66189176 283.1340783 ],[411.32474251 280.07063922],[444.83625199 248.76083819],[467.82032567 221.65525116],[491.70568441 206.12363787],[415.17759999 197.16724993],[428.7787695 152.7700246],[437.89802905 122.64942499],[444.48660889  97.7250135 ],[384.9685371  189.98342599],[388.76618472 138.61045329],[393.83695585 104.35590234],[397.0729919   77.35231845],[356.80970573 194.59685974],[352.34527544 150.78976653],[351.99441177 119.3068217 ],[351.52206885  93.35767247],[332.33898591 208.52368541],[315.5650264 176.8157185],[307.69979755 155.38269577],[301.16543088 134.0142914 ]
[345.86514832 294.34888757],[390.17455733 289.53692611],[422.42670785 258.31387998],[447.25476569 230.65390725],[474.70751445 214.92729332],[390.8110217  209.16421193],[406.85074611 163.06927272],[415.44699887 133.74312817],[422.16688362 110.1167636 ],[360.40483683 200.09941666],[367.19939938 148.50433953],[372.77796697 113.72461046],[376.4673689   87.12512167],[332.40481515 203.26953183],[327.49840302 158.01388651],[325.2129679  124.02758172],[323.70836103  96.96473564],[307.41871378 216.89132373],[292.81236176 184.58165087],[284.64543294 162.62611123],[278.38134099 141.11690729]
[329.14833636 317.64024195],[373.75311514 310.71092588],[406.93061381 278.38062707],[430.20276557 248.87830241],[457.0353027  234.28511457],[373.63347356 226.26319149],[389.35316493 177.36535449],[399.34365269 147.68656233],[407.35935582 123.97214918],[343.14381787 219.74835452],[347.68865264 165.16187087],[352.3043627  130.56024494],[355.97356497 103.69998002],[315.16850122 223.98512467],[309.19390433 176.84267499],[306.56644993 143.03937236],[305.30486069 116.19300752],[290.27657314 236.84372582],[274.73323942 202.39819228],[267.35967111 179.85165216],[261.68676703 158.62870578]
[315.00913556 348.95215212],[357.49955582 342.94012006],[390.55949145 309.14385687],[414.68951267 282.1688044 ],[442.51302541 266.80811778],[356.94928871 252.20108398],[371.55159301 206.37924767],[380.66857318 178.39709266],[387.49279103 156.92151827],[326.91879603 246.84335575],[330.71897889 194.05410275],[334.91614097 161.99938024],[337.80061649 136.0586634 ],[298.5922667 251.9491328],[294.47290075 206.49451405],[290.2531541  173.90029031],[287.44167126 147.2870179 ],[273.42620699 266.60875466],[259.31260956 235.04612086],[248.46478296 213.93072616],[239.52522023 193.49626337]
[299.87467276 369.52099382],[342.26443693 365.01364648],[374.39389493 328.69504167],[396.418088   299.14842065],[423.54907661 284.71057704],[340.36253556 273.98694624],[353.02323868 225.90524201],[360.28630431 197.7276081 ],[364.3961795  174.34755863],[310.08431596 269.22293753],[312.47909759 215.05919798],[316.76247267 181.56178694],[318.34968262 154.91105757],[282.60807253 274.33763134],[275.75585985 227.11114434],[273.30460686 194.10483453],[270.63925873 167.02200121],[257.98997923 288.9587531 ],[241.74278007 255.5220696 ],[233.70933595 233.06547198],[226.52916323 210.93322394]
[282.10493249 404.43611868],[326.69346925 397.46383889],[357.50766756 364.05135908],[379.55427342 336.37145062],[405.22714252 317.47099659],[321.26287081 301.61965843],[333.63320725 257.51277917],[342.51640456 229.44902192],[347.86095357 206.05415285],[292.52919126 298.54688197],[289.88908846 248.13919788],[292.77779041 214.63237925],[293.30214734 185.95965695],[265.86871023 306.31066176],[255.84653658 263.00294472],[250.98394477 230.97124739],[245.65451017 203.27427005],[242.92821775 323.85643782],[226.13656379 295.29055417],[215.42510699 274.34958962],[204.0160846  254.57870963]
[265.9092616  424.78325393],[310.00130086 418.88251869],[340.1707168  384.98224799],[361.00422994 358.24422342],[384.49914807 339.52291443],[303.20598632 329.07722494],[315.35484771 284.12252073],[323.01205994 257.06921607],[327.77587148 233.85677827],[273.46724728 325.67540637],[273.13347864 274.95917078],[276.52517012 241.79437922],[276.57378505 212.52105372],[246.68708115 332.81453168],[237.77563729 288.21250514],[234.97912439 257.95107656],[231.56145225 231.2179382 ],[224.30055127 348.67192849],[207.81447367 318.5852483 ],[198.77585963 297.6866072 ],[189.73964217 277.09828857]
[241.42634305 446.89153115],[283.8540942  437.10488165],[315.27815624 402.06449205],[337.44997976 375.78936642],[362.54862083 356.54000805],[279.00880555 347.63678537],[288.69526229 306.14141936],[295.56966946 277.62036474],[300.92427325 253.27014458],[249.00239015 345.71127126],[246.73201984 296.45440317],[247.69983008 264.2137649 ],[246.88584002 237.2221297 ],[220.90452322 354.12581603],[211.62694703 310.32361302],[206.66739686 280.70251878],[201.88801449 255.1378089 ],[197.21631908 370.06429597],[180.00840037 340.37301693],[170.36901358 321.0784337 ],[161.01800088 302.15227082]
