[257.50275972 381.12071998],[292.46227235 376.13647893],[300.76675849 359.56449712],[279.26364208 344.91790678],[248.57660938 333.19427639],[307.08284393 309.59282475],[322.87650181 280.63404542],[337.39724156 259.03974494],[349.17088355 235.75951303],[279.65423911 305.29901961],[284.06288971 265.57895797],[286.15760819 236.27693526],[287.63316843 213.11030198],[250.70201127 308.02095482],[251.9280741 282.4235745],[251.20242974 265.27118101],[251.62787207 248.09900361],[227.1386472  324.09821753],[234.26507411 307.24176891],[240.17485556 319.16114402],[240.95709557 331.66704619]
[421.53712691 449.66927124],[469.11201048 443.8310772 ],[503.64913912 412.26620652],[501.75778156 382.21451414],[479.45011999 362.47547861],[482.67980163 350.40722877],[513.15846756 307.47158737],[531.75989025 278.99672936],[547.26948479 254.51581896],[454.34132257 339.80446766],[470.30737321 293.64683827],[483.43109738 256.97278393],[491.55422958 228.79357867],[426.01572032 342.58697607],[432.8918156  300.51558171],[440.82319455 265.28677078],[442.51264829 238.33563766],[404.73098035 356.68954212],[420.76067792 336.00093609],[432.83667608 353.79866095],[436.13335553 370.14805649]
[398.19639819 462.44384238],[450.76506546 452.19608743],[485.00839426 416.25843447],[485.40532611 380.33718087],[466.52426614 364.06894644],[465.8996982  359.00636967],[488.57836809 308.74155058],[504.30118799 278.14870129],[519.45593072 250.19578809],[435.75749859 349.69165064],[450.16183643 300.28924237],[460.58796855 264.1653164 ],[466.09814566 231.75512853],[405.43223603 352.02368914],[410.16981301 309.64024236],[417.25741488 271.84872669],[419.60088768 239.53539082],[381.6546533  366.25247549],[393.55219243 347.95887978],[403.51261261 367.00440822],[407.43441062 381.09909434]
[386.68968645 444.77463202],[434.12466634 440.94857764],[463.71135783 409.54568895],[458.88464952 385.27712555],[437.15461394 376.81325468],[448.62612008 344.66453156],[470.27717556 304.65259812],[486.25288755 278.5421658 ],[501.05188695 257.45275909],[419.00439901 338.22824358],[426.96865958 290.6092164 ],[436.0531837  258.60895955],[442.48908062 231.07901627],[387.87318726 342.07001863],[386.70438159 298.70108559],[393.06163386 266.0611868 ],[396.15197456 240.02625332],[362.87086131 356.541897  ],[368.30000288 335.87379153],[378.53321743 348.87114977],[382.46404503 359.41064694]
[362.17968619 450.52125411],[410.70472248 447.16096676],[445.87212485 412.88465916],[444.01717   378.0504181],[422.64216366 365.73987957],[426.25978171 355.6660726 ],[451.76939879 315.17704225],[467.6534792  287.45461634],[482.33312452 260.76844177],[397.44386945 346.48311367],[414.47213406 300.59283828],[426.08065661 265.49714176],[435.59660726 231.15938353],[368.91891059 347.68011356],[374.27548433 304.14147428],[377.81280135 268.05103102],[379.12445879 236.73672503],[344.69827891 357.77913321],[349.60931259 328.62634261],[356.19093198 321.20463089],[359.94636627 312.18853436]
[353.88420786 450.61030811],[397.74605971 445.22087988],[424.97257271 417.12678912],[423.06783733 393.91049446],[400.22096084 381.29481108],[408.37656205 350.50853802],[428.81679433 310.57485044],[443.62745669 281.42445859],[457.27219495 260.10338836],[378.33831388 343.03220617],[384.06451218 295.25867685],[391.20826384 258.86457605],[396.38607289 230.72693237],[347.41025556 349.04885369],[345.5425216  305.75721937],[346.47953399 273.17661397],[346.07405858 249.39630828],[324.74962613 367.02317702],[333.27606064 347.6152891 ],[344.02502186 368.29160015],[349.22959573 386.91115108]
[333.30415244 458.53745596],[384.14538815 454.5078208 ],[409.70272794 424.71066391],[397.82574143 397.01177749],[369.43042392 381.86188094],[388.89093395 358.90515242],[412.21459526 317.82198437],[429.61795263 287.07605556],[446.01159633 259.17515964],[359.8315573  351.00020227],[366.96616613 302.26702174],[375.69596662 262.40837745],[382.01646311 227.53020714],[331.4282814  355.77150817],[331.62598954 310.96209404],[332.30471618 276.90067709],[331.21998198 247.83538269],[308.12131106 371.34257491],[313.52145467 342.23107046],[320.73313404 347.54319133],[323.22741656 352.72469621]
[323.57681285 448.02440861],[367.74167083 446.66128546],[389.674432   419.14927947],[382.48249232 394.21123616],[357.17653403 382.25802831],[374.4088401  347.33293703],[393.29507885 306.23671692],[406.71521027 274.77466689],[417.82980127 253.93984995],[345.48594257 345.55595974],[348.17529071 297.29763572],[354.38888959 259.09876574],[357.58592028 233.63491878],[316.6561099  355.69629835],[310.7597105  315.68803516],[312.45504197 281.28795225],[310.02274302 256.31600917],[297.02169007 375.38957222],[305.13091928 361.97254015],[313.95065382 379.45794424],[314.19816116 396.61723027]
[307.01468863 449.08964893],[352.10310085 445.03939014],[375.70500388 417.68847827],[367.5285634  395.11151605],[341.35963571 381.87479548],[358.71865171 345.18580091],[375.57330951 306.62866642],[391.16101618 277.02227351],[404.66644924 257.09352016],[330.70161281 342.29104283],[333.77866087 294.07136796],[340.67615312 257.95089634],[344.79074287 229.05070116],[301.61075426 352.00536494],[296.71081289 309.73899418],[297.65282321 279.75832029],[296.36121967 255.29328147],[280.95416006 371.79550071],[289.40584879 354.45688116],[298.36370402 373.08102185],[298.93754686 389.87191387]
[293.88128289 446.88470386],[338.26649148 441.82846396],[356.54344357 417.64621539],[346.26218785 399.03054468],[320.18805687 392.9533299 ],[344.07598612 348.5585502 ],[360.95165752 312.25832563],[374.92727823 283.65384988],[388.38615316 262.01837681],[314.89582201 340.70883034],[320.77506143 294.48492957],[325.15304938 259.8273262 ],[327.38943383 233.54786636],[284.69965636 348.07994389],[283.20059536 309.1066459 ],[281.78822585 281.51552596],[279.08741066 259.19269092],[261.02098733 366.64676667],[267.90680827 350.66378364],[276.53599864 372.36342825],[279.16516579 392.21119817]
[278.89940661 449.12747089],[318.47290971 441.13770654],[337.43675364 418.88438035],[334.94226731 400.88133077],[317.12297464 398.92779123],[328.67018191 354.28475683],[350.23934809 313.98014187],[365.72572873 285.16594382],[378.4170982  262.42252511],[299.7363086 348.5853116],[306.03861444 293.92316554],[310.54192126 257.42727666],[309.82325691 233.84420798],[272.53989436 355.12947616],[268.52095006 310.88489827],[267.37480759 280.65683447],[264.22938132 258.80803886],[251.61022447 371.98724992],[253.58711839 351.74196393],[260.3701916  370.37881764],[262.86115597 388.08204978]
[266.18598804 449.52637384],[309.64276374 438.16472806],[328.76528802 412.82550764],[316.79253977 395.32257709],[294.76550736 392.25544418],[316.77772315 344.8776971 ],[337.31918581 308.99836361],[353.26082786 278.59969071],[367.22161321 254.66418894],[287.02962789 341.95599323],[294.17447139 290.14130123],[299.24367669 253.53800381],[298.11417985 226.65253071],[258.28156322 351.2558723 ],[254.41670124 310.29885196],[251.56560933 280.47750647],[246.92647877 255.28279088],[237.10337208 371.18776207],[238.61107573 350.35641659],[243.85589482 368.3950024 ],[242.47680826 384.44132377]
[252.41742773 454.1586965 ],[296.71232755 445.43023532],[314.51381202 419.6510136 ],[302.19885228 397.89093449],[280.73078005 385.37195499],[306.84596201 354.64772953],[322.20780644 314.45119416],[333.81715203 283.13055676],[343.28843905 256.02828829],[275.71650234 346.039052  ],[280.73024431 296.46297516],[286.96503235 260.41448369],[289.29577998 231.95765193],[245.46791737 350.74957479],[239.57519255 306.59565383],[238.81884023 276.30753261],[237.11865705 252.62059421],[220.49692893 367.61900049],[225.04925994 344.74659571],[234.06247146 360.10016699],[238.3001121  375.08054404]
[242.84844414 444.67177437],[278.81593389 436.58672455],[294.81164831 419.29669447],[286.991525   402.12934966],[267.58129821 396.08788264],[292.11317582 355.47374485],[312.15137515 316.78011701],[328.94288314 285.18983416],[342.84612796 259.75869048],[263.77212429 347.64445108],[267.12105755 298.03671665],[271.05607734 258.31160321],[267.97952986 229.45145066],[235.41393547 353.03747007],[227.6626795  307.74979744],[225.13628872 273.61198681],[220.29750617 248.90404111],[213.9491764  369.53432185],[215.79016166 344.95933337],[216.95321504 357.25405694],[212.84457215 368.95684785]
[231.11016636 451.99449825],[268.36840479 443.42238304],[282.904263   419.83825061],[269.69314095 393.26215815],[242.90301287 379.71336147],[279.91846886 351.87967802],[300.90327603 316.49863761],[315.27120834 285.34478553],[325.73635221 259.45605331],[251.27161183 344.63130608],[251.95984772 291.94404857],[258.19128734 250.62450517],[256.8285544  220.22332198],[220.14151755 352.32952799],[213.93257418 304.91577633],[215.13931915 270.6903486 ],[212.2647966  244.59823112],[197.3063928  369.15872662],[200.73247279 345.53157845],[208.93139298 359.56367894],[210.54027304 372.77531949]
[214.01590401 453.96225276],[256.53408663 444.7923627 ],[270.4449122  422.81906364],[264.0020783  405.34040574],[241.36613691 398.33315209],[258.53946061 357.25449023],[283.41549772 319.49892397],[297.06076834 290.01382631],[307.41538396 266.16899356],[230.48856919 351.1599229 ],[235.79793009 296.42984839],[240.5013763  256.39624083],[241.88404444 234.2090279 ],[202.05951179 358.8988758 ],[195.3775779  313.93740923],[192.14795851 286.00530624],[188.64243451 267.79517106],[182.16640434 375.34217534],[185.91742917 350.67980264],[194.97855637 368.81272707],[200.31926743 387.75156406]
[194.19539505 459.83215894],[239.30370741 445.66836811],[252.75511092 420.84014803],[234.97143341 394.91506176],[204.1232386  381.76308684],[243.46249944 352.00252696],[267.05814114 311.59849017],[281.27773081 282.58127334],[293.51331661 261.01440275],[213.03480514 348.67135021],[223.61420131 292.71571894],[230.50611894 254.00291514],[232.51725651 223.25661669],[181.79668701 360.38445245],[176.52903308 312.72849378],[176.83764607 279.64246008],[175.97360609 253.15778606],[159.29468922 380.08420329],[162.38318199 352.67468836],[171.47062823 366.30213381],[176.42214886 381.17647299]
[186.51129777 455.1301197 ],[224.55749851 444.69772692],[236.03699276 424.45866841],[219.62110148 408.96699918],[193.52132472 400.96448096],[231.09861404 359.50266779],[248.16830621 326.81208017],[261.33629918 296.24602474],[270.59907357 267.91946572],[203.22509202 354.4175506 ],[204.68084011 307.71112981],[205.82713746 274.28106273],[204.33708966 247.48316316],[172.42444598 363.00554646],[164.68138905 323.42577255],[160.40232338 298.38526472],[154.87103147 277.22787708],[150.5360115  382.01547476],[154.64436096 362.67493638],[159.80623371 381.93881466],[160.950463   398.92887386]
[166.5823304  468.82362133],[205.82775297 458.02027985],[220.12340558 427.50527786],[203.46153388 398.5108139 ],[175.24799881 380.81752465],[212.37145635 361.6225921 ],[237.23753526 317.35010446],[252.04043131 287.32250929],[263.75239861 262.74581181],[182.21217568 359.22986603],[190.35167128 300.91670325],[195.45675593 263.00806907],[196.27654653 231.01607384],[151.3230785  370.35814865],[144.33590643 322.41770078],[141.23211626 288.38541687],[137.06062127 259.16653015],[128.86026563 389.9099896 ],[130.85757824 362.13608341],[135.9650887  369.24716136],[136.53458854 374.90326815]
[154.80420397 473.62591608],[194.27013745 449.86111505],[207.54314024 423.90571892],[185.25571258 399.06529696],[151.98457408 382.37191955],[202.30634365 352.62968276],[225.74927894 312.24490389],[240.24152602 282.18054144],[250.9769653  254.96245464],[170.58291174 352.0614411 ],[180.01909911 302.13385828],[185.09538743 263.00032293],[185.58294208 231.95135517],[138.69209633 364.93099465],[131.44269074 320.1601641 ],[129.00109912 281.66415208],[124.11273275 253.01123706],[115.59229155 385.84797402],[111.96484238 356.96418315],[117.81473151 357.44098431],[118.05820618 364.297867  ]
[131.44002964 471.67339717],[175.11321265 464.31152573],[187.83599947 431.47597704],[171.40701324 404.22923891],[145.57480837 386.48077648],[180.51948508 363.92540332],[203.42196265 321.72957308],[218.25656942 291.36075962],[228.30931753 265.88774965],[151.08585521 362.79410006],[159.3678719  312.50181828],[166.89258117 275.64281909],[167.08934964 244.8398451 ],[120.61718007 372.13633941],[112.32189312 330.98094124],[109.49639982 296.48759094],[101.36119724 268.73492676],[ 99.49169281 391.01832387],[ 95.16454022 367.28502861],[ 97.05263293 366.68251718],[ 90.95713383 367.75242587]
[107.91702568 472.98282253],[156.77208003 460.58206022],[168.89372282 431.77336194],[149.65524026 407.8785634 ],[122.34957782 390.81779629],[157.68930076 362.20831128],[183.4319877 321.2401422],[200.63682827 292.22380045],[209.96485311 268.8394707 ],[126.79252837 360.45945567],[132.85526596 312.66573095],[140.54264538 279.75106476],[140.54285839 253.57907717],[ 94.51193254 367.85647371],[ 84.64243025 331.1612372 ],[ 82.15737843 301.94018375],[ 75.40808263 276.03374862],[ 71.96735817 386.52903703],[ 72.97539744 372.00091426],[ 80.35091458 384.95181822],[ 78.34702404 397.38004493]
[ 94.97601189 470.90078759],[132.97312747 457.54123821],[143.91951752 430.83482915],[125.06885152 410.94454542],[ 93.80983874 395.7971031 ],[136.03184591 369.20185365],[159.98028382 324.20648671],[172.28257833 294.48198673],[177.67647808 267.68004639],[105.79468692 367.36408708],[111.63391718 317.7444812 ],[114.66283547 284.71531474],[109.46070047 253.35112849],[ 72.72666712 373.72408421],[ 63.38890465 333.89317187],[ 56.77894499 303.50415574],[ 44.26361009 273.073167  ],[ 50.40870335 391.59573631],[ 50.05881535 372.04811552],[ 56.20208873 390.19015698],[ 53.67956232 403.06676899]
[ 55.44230165 468.32222632],[106.67713248 459.54340092],[125.34966029 435.33773451],[112.92986536 409.74271012],[ 93.77797205 394.53480326],[120.28543233 376.73971555],[142.50739489 331.15076246],[156.95943728 294.70413684],[169.40156517 262.68361415],[ 85.50221181 374.11716296],[ 90.80446184 317.56172507],[ 96.867998   276.56643013],[ 99.95220998 243.61311047],[ 52.03463084 373.97028625],[ 39.38302689 327.01754305],[ 37.65271913 295.97853973],[ 32.83858913 275.68360139],[ 24.06984694 383.24800908],[ 17.46323249 354.31698936],[ 21.72180596 351.53213311],[ 20.77473112 352.34301754]
[ 49.21637166 458.16200932],[ 94.08352772 459.6771326 ],[116.95913489 434.16640319],[ 96.14956629 414.00417109],[ 59.33997799 411.24187371],[106.33174368 367.9483121 ],[120.82954436 329.41510593],[130.57238412 300.70575792],[138.51891893 273.31411956],[ 77.7906613  364.90461859],[ 74.43461729 321.57295836],[ 76.85766121 293.07295642],[ 78.89611384 262.63807203],[ 46.76216243 366.98403464],[ 34.36319701 328.07437643],[ 29.04697723 305.84338319],[ 22.83993681 285.01881918],[ 21.58281061 383.83644345],[ 13.95520097 367.09720321],[ 13.71259227 386.47556317],[  7.3052245 401.6178684]
[ 35.08988786 473.42695448],[ 76.97116894 455.315853  ],[ 88.87767357 423.24976392],[ 78.23714447 395.28788989],[ 61.76176981 374.14082821],[ 86.11286204 366.62262354],[106.95924044 318.46384154],[119.00914138 288.96171468],[127.62442696 263.6979135 ],[ 59.2282771  365.41586978],[ 60.52563685 317.01533697],[ 61.80854906 278.16959809],[ 57.14815789 243.7268202 ],[ 30.44266895 371.58358754],[ 26.91426508 342.59300862],[ 30.31167268 331.1632473 ],[ 27.98342583 319.16373436],[ 10.04267327 384.36453933],[ 13.56087814 377.18503876],[ 20.49616626 399.33684049],[ 21.43607656 418.61597846]
[ 39.35608535 447.07048829],[ 80.88687834 432.57938705],[ 90.28045093 404.33353915],[ 73.97768052 377.03740675],[ 47.82503112 358.87737403],[ 81.36904796 348.49771826],[100.6514947  306.33962546],[112.93860644 279.07056146],[121.33552793 254.46761169],[ 54.25144616 350.646593  ],[ 58.81256151 307.04275854],[ 58.76511739 271.16114269],[ 55.17310055 238.59604906],[ 27.11339965 361.48487051],[ 29.01413324 336.82937219],[ 33.76282491 334.35492192],[ 32.35244592 329.64344577],[  7.67324487 376.23228453],[ 16.06647347 364.45624565],[ 28.4686347  380.86353641],[ 33.59707371 395.34689541]
[ 39.51829574 434.76976933],[ 77.92987857 419.76762118],[ 88.75557615 395.98283429],[ 75.11540998 375.4379587 ],[ 57.88097342 358.44651609],[ 85.03352918 338.50465641],[103.85227794 297.2840744 ],[118.43360953 268.88773842],[127.14772545 243.95806259],[ 56.42815542 335.90587542],[ 58.79608634 287.45329171],[ 63.42779887 249.69159683],[ 61.95966905 215.96884282],[ 27.81704751 343.53350774],[ 28.67764137 308.27563015],[ 30.677171   296.17058897],[ 24.91146819 284.96583875],[  8.8153866 356.4450523],[ 19.90012588 340.71775291],[ 27.98432266 358.33955199],[ 27.04482025 373.31495607]
[ 24.85462053 431.66012365],[ 80.0821332  419.37049728],[ 98.59818527 389.54892926],[ 83.8096641  369.19288997],[ 55.76478487 348.53199201],[ 96.98386165 342.40069231],[122.11844785 283.50143347],[138.89517978 250.78254412],[152.88404274 223.02731327],[ 63.91979931 334.00318707],[ 75.34943806 273.93300588],[ 85.94500246 232.05909967],[ 94.71464824 196.42530211],[ 26.15188466 327.15501359],[ 28.81004919 277.25588609],[ 34.25450266 244.93806859],[ 32.07259565 224.48765914],[ -3.13128238 331.89121285],[  4.00093404 302.05223352],[  7.19050667 303.83305398],[  3.4105988  312.25966139]
[ 44.27666834 399.34684505],[ 90.69033141 381.3849585 ],[ 96.77850176 347.03438419],[ 74.5584361  324.46355956],[ 48.46586356 311.53742417],[ 97.88314828 300.61966907],[119.07774324 260.60232284],[130.38177154 232.7707983 ],[138.08639545 205.80814963],[ 64.99675497 294.78997426],[ 64.92438727 248.05760402],[ 68.35117514 218.59826064],[ 71.60236452 191.40110296],[ 33.53797909 298.70206643],[ 23.88537974 259.04066114],[ 22.73288168 238.21287326],[ 19.70712228 223.72508505],[ 12.66803547 315.1131195 ],[ 14.38219269 294.80105003],[ 18.47257531 309.79948353],[ 16.67363926 323.90593443]
