[271.47813946 365.71398752],[308.88148984 348.61427143],[312.80307777 325.39998193],[304.46010668 305.18657914],[291.10669805 283.56650023],[326.1189805  293.60286246],[348.75213198 254.91769903],[364.99189828 231.46462072],[377.71386174 218.62595253],[300.4104968  288.95345262],[305.80770097 258.15655918],[302.81545161 269.42413797],[300.31648471 286.88188923],[273.06157017 289.0714625 ],[277.73984271 259.34619726],[278.14008021 272.21249222],[279.76947614 290.10276349],[249.7979893 291.1428502],[241.86501907 261.20176497],[233.91238987 241.827192  ],[227.7855201  226.94884222]
[122.09470328 421.73760694],[166.3918798  409.67109128],[181.45277276 381.53086477],[169.42322149 353.89690708],[140.52452445 333.90400525],[184.1100103  332.48910027],[198.75249286 289.05303269],[207.27923908 261.00061402],[213.58702406 238.38857752],[156.06150097 329.78204656],[149.93421662 313.68694207],[147.03061105 340.47134985],[146.92763492 357.89821115],[127.2616247  333.01287511],[122.3665775  321.52505961],[121.25143745 349.56781962],[123.08958933 370.31881159],[103.53219312 336.86201284],[ 92.25733685 301.88142395],[ 88.30635435 282.24952202],[ 87.97993173 264.2782463 ]
[127.11752824 426.87095455],[172.49226837 409.46547505],[188.67888826 380.61011139],[181.57158442 355.05511901],[153.98289181 339.92725263],[190.99119838 323.01932273],[205.16374836 270.75939687],[209.27433497 239.36653336],[212.60057389 215.46253573],[160.49466988 322.69738338],[161.67589469 293.62904842],[158.724927   329.04037889],[157.15112421 354.71013372],[131.10969733 326.40465098],[127.51364529 305.79405198],[128.78126024 345.36892204],[129.56481331 374.57082544],[103.92243938 331.36590449],[ 92.37999336 292.6093812 ],[ 89.85309449 269.20537819],[ 88.99409695 245.68135115]
[143.56069091 424.09633202],[191.41257094 406.52811655],[201.87880661 370.70465596],[186.88656365 340.0835894 ],[154.26530916 325.21658932],[199.53888011 311.00936754],[213.06265101 256.18877921],[219.86754064 224.20427096],[223.07468054 201.08468181],[169.52852633 310.93774786],[170.8609932  294.94477404],[171.23138272 333.96420335],[170.09900766 356.80421988],[138.9765771  318.75271134],[138.30136925 304.29572344],[144.92707797 342.29579405],[148.03201437 365.90669059],[111.07500325 327.68678926],[ 98.67411808 290.68663968],[ 98.42025438 265.14997273],[ 98.6514998  239.21583982]
[164.3219115  429.44666778],[209.26200758 408.51868313],[223.30034333 373.39141931],[211.89380493 344.38243327],[185.14759821 326.48136689],[220.08715607 314.53764537],[233.33255216 265.94659426],[237.54892599 238.15450761],[240.43710992 212.25716479],[193.08141124 313.27850121],[190.24823635 293.98066654],[191.06346043 332.05559454],[192.84940272 355.53973961],[163.45868735 320.71763906],[158.86221663 302.54283853],[162.28974938 340.21928374],[166.27112591 366.069307  ],[136.29666681 331.52452435],[124.51065357 295.28717437],[120.19604822 270.60094734],[119.09017068 244.68893187]
[189.18308295 430.26059885],[226.91205144 403.78974134],[244.36536519 361.53626521],[241.21740166 327.43552742],[227.87059518 308.13704514],[243.60735053 305.1597774 ],[249.43885536 250.01292164],[250.79899199 219.6290777 ],[251.8720378  196.51681753],[215.13318337 306.77917033],[210.37431719 277.79870736],[213.68728652 311.22162021],[216.01802856 334.0179823 ],[186.28587883 313.81518937],[180.23310537 292.72752429],[187.07898139 331.10744639],[193.20101786 359.5740395 ],[157.3557651 323.0669768],[147.23654597 285.56093212],[144.76685268 259.57063861],[143.30821119 235.10733855]
[215.76246227 407.27594422],[260.22822332 387.8562801 ],[279.89244869 356.87856267],[274.55802835 328.85278003],[250.26542036 312.01347726],[270.07173983 298.99986492],[277.98204504 250.85872943],[280.93629337 221.56012675],[280.5239038  204.00678053],[241.33869159 300.49803391],[238.45206711 277.69944277],[241.93319795 312.06227908],[243.22763133 337.10549598],[212.63728051 308.12421407],[213.50539235 285.18788966],[217.73794568 317.50693215],[220.15867814 342.73254495],[185.05326136 315.2299031 ],[173.89596327 276.76406778],[169.73882069 256.03650374],[168.33771572 234.51188204]
[240.64543426 425.98600278],[287.17641134 396.95881369],[299.36198559 356.25430862],[286.91275966 323.33770838],[253.79337961 307.94003335],[300.41131843 303.93155984],[311.79069187 250.84677604],[318.48828875 220.98880859],[321.84461352 195.4151801 ],[271.02968064 305.35660722],[268.19106874 274.14734225],[273.81879466 307.21321849],[276.46591645 330.58831414],[240.25274301 312.8537833 ],[234.67744542 282.35768361],[238.70378136 314.51406188],[242.77097838 340.95672348],[212.40811386 323.99310361],[200.30920876 281.31514791],[198.34869208 253.47842931],[198.00358577 225.93830944]
[265.58209144 395.65746298],[308.41370909 379.40436947],[318.64171937 345.4302324 ],[307.10365641 315.08414725],[283.56494187 297.91400289],[319.92571438 293.390317  ],[330.44469131 242.74073521],[339.11210628 211.05522203],[345.49107467 187.26608011],[289.18988782 294.08915823],[287.93461334 277.41338554],[287.40833145 310.50028024],[286.3605564  333.22527011],[258.91750448 298.73066513],[256.879398   280.99496011],[258.70760704 314.11808255],[259.82240198 338.56469459],[232.92862549 303.42423188],[222.98581526 260.81623229],[220.88426105 232.81028889],[219.63446778 205.43993784]
[284.42157987 406.42036438],[325.10045665 383.90465817],[334.84700198 351.19487579],[327.58409159 317.8199685 ],[309.32805219 291.24491702],[344.42992857 294.04092636],[357.94559223 245.25790006],[365.4609699  215.07726887],[369.88950446 192.96232139],[314.45922233 294.19349556],[310.83272178 272.82989995],[310.39722526 304.57779846],[309.39427023 325.01275438],[284.2280201  300.28977307],[278.47907233 279.91701155],[280.9702893  312.45117242],[284.1037944  335.93930656],[257.03092843 305.88560036],[244.9380638  268.29521468],[241.16695218 243.73205858],[239.27213078 219.02347   ]
[291.73353253 418.25706294],[335.50252103 384.3083189 ],[350.17984292 347.51043546],[343.46784685 308.04728718],[320.51324821 278.22927511],[352.74367473 295.81180932],[368.53058463 240.29921349],[374.62424958 208.94198225],[376.30373745 185.66463703],[321.17281096 296.21733969],[321.47674013 263.94002197],[324.3564764  305.61413044],[325.03140874 332.38687605],[289.46578674 300.38809616],[286.31486467 267.15081574],[293.09583298 305.90737269],[297.63363084 334.40018784],[259.63529963 305.26620953],[249.1522214  258.21224855],[247.6806076  229.97902701],[245.5627373 204.7031144]
[298.09739347 410.70563246],[345.18924662 369.59057563],[356.96980149 333.98233617],[355.74578592 294.76165956],[340.98030479 265.70900237],[362.37902917 287.2926181 ],[383.75983519 229.42833013],[394.12469123 196.21521761],[400.00443978 171.512474  ],[333.76663789 287.49652399],[334.71549796 256.98306957],[332.16009234 293.37285622],[331.9536613  320.82538498],[303.50272798 294.3385624 ],[300.14256915 264.05899808],[300.38954266 298.74903758],[301.95350728 327.1991165 ],[276.29208406 302.46294351],[263.59268029 258.79936199],[260.71638863 226.5742454 ],[260.24431348 197.79795637]
[306.33581216 402.40478009],[357.462408   364.22492248],[369.53227552 327.61906842],[358.34121036 284.34098329],[332.31912019 259.54103359],[375.94593404 278.07855449],[398.82990946 217.62419788],[406.96395251 181.76716142],[412.58290644 155.0807355 ],[347.39890435 274.22251758],[345.10090604 239.83019832],[341.56776543 278.78254421],[344.95772174 311.21472785],[314.52507187 278.91509734],[305.54698772 246.23982856],[306.49245889 285.58901816],[311.19303188 318.70290281],[283.17228306 286.86889119],[268.3379081  242.06842923],[264.81290624 204.05611538],[263.96341768 167.67435643]
[303.79933739 391.58908061],[357.9748654  354.60099137],[371.24864545 312.83812265],[361.44068451 269.90838199],[337.39180849 241.05292158],[378.6203945  257.63828779],[403.02262244 197.19733825],[411.90743532 161.52274917],[416.73452472 133.17692937],[345.60485638 258.3264447 ],[345.46426178 218.81409096],[335.72699801 265.52793845],[332.46809023 299.98124406],[311.66453015 263.303881  ],[309.8431069  223.98806672],[307.08239086 263.90542109],[309.70452332 293.72615855],[279.27168516 268.80454122],[266.96580173 216.62832849],[261.83657101 180.71334535],[258.86686712 145.34297365]
[291.8202868 380.0627729],[342.10432251 352.59241247],[363.54075966 305.08137281],[352.93725201 262.39104024],[317.50507889 232.61232854],[371.91337018 243.51883486],[393.7278656  181.54338755],[403.80823077 144.73161973],[408.3482374  117.63327653],[341.20796535 245.61352882],[341.19245202 203.91665775],[333.53181655 246.02153588],[331.7987525  277.89468477],[306.89891726 247.39310124],[300.91805936 205.4660981 ],[298.08453171 244.52618933],[302.05640877 275.96601084],[276.81896815 249.97496593],[262.58419309 197.9288819 ],[257.01526477 169.63920287],[255.83520212 142.15253758]
[284.87519224 366.81257518],[332.08146402 336.2537518 ],[351.24598776 293.27943652],[334.1918287  248.56576345],[292.02383356 220.04689494],[366.71209524 222.28636674],[392.62618838 163.23298239],[407.74937138 130.50214151],[414.92524476 107.7208951 ],[337.79571262 218.53074482],[336.56988171 184.76880789],[331.35126274 227.44446602],[327.53731124 259.20654573],[299.68130324 221.69171764],[288.60920383 191.37663673],[288.00884345 236.04996936],[288.95490314 270.68466773],[264.01317433 229.12066921],[248.82079722 179.40565249],[244.66838983 142.39150274],[243.74556892 105.07965511]
[280.98450928 365.29007623],[334.06054923 337.0820492 ],[350.15242407 289.52577491],[334.55648025 242.0247442 ],[303.25791423 203.4340056 ],[369.0619395  219.42306423],[390.18372137 155.07998313],[400.78280888 116.82774024],[405.52934018  94.01139569],[332.27531167 220.43989389],[332.31988971 179.0592428 ],[326.93419222 223.97868083],[326.8157879  263.96052637],[292.91372013 222.59929766],[287.26357195 191.18248454],[286.50573032 241.17200947],[290.21910718 282.79376632],[258.02308008 225.8931718 ],[243.68062779 178.12572362],[236.22431937 144.80053936],[232.76879551 114.88782032]
[276.03938392 357.97368192],[327.18083304 328.74422421],[346.64364071 285.3972731 ],[336.48076647 241.67659118],[305.36382693 205.65324718],[365.91825832 221.56087132],[390.34538178 155.32331658],[403.64871912 116.74009003],[411.49714947  89.2972327 ],[329.26512695 221.62641306],[324.35212805 175.46809196],[319.19127695 221.79438761],[320.38488912 260.71170694],[288.90731204 223.227159  ],[278.76961211 184.34517589],[278.21891262 235.12196424],[284.52622688 275.67333745],[255.03938531 228.27348241],[240.86835269 171.45842948],[235.36174288 134.67916816],[236.40146778 100.26915681]
[277.20605484 347.12048067],[327.68340664 327.63959752],[348.74620131 285.77304265],[333.01521249 244.29977165],[297.96376332 211.19649552],[367.88636172 211.41776695],[394.60593747 148.36865998],[409.21377615 110.87899149],[418.13170889  86.8612315 ],[328.5263385 210.8431214],[331.30208589 178.47104505],[325.1056192  224.70725034],[325.34384544 261.47576654],[287.48209383 213.8960373 ],[284.69049589 186.03325837],[283.56226409 236.40458267],[287.91790198 276.29611299],[252.08772057 219.59658038],[241.00833104 167.23315284],[237.2467713  134.51615147],[239.89339192 104.09592832]
[259.97762447 348.3720724 ],[303.41943457 323.35935439],[329.73110379 277.46104317],[318.26355294 230.73341027],[284.06276048 197.18850177],[360.89002581 210.16268311],[391.73392764 145.50556578],[409.1976689  107.58637711],[420.3876912   78.27930614],[329.87738825 207.38803549],[325.17612807 163.57305352],[316.50117353 200.94694278],[308.98667929 233.81804038],[288.76743317 208.9109739 ],[278.43637691 168.8692528 ],[275.02462746 216.13243305],[272.49397163 256.86051785],[251.63694186 212.37057764],[238.3326566  158.86841977],[236.5602591  127.50066034],[237.67827739 101.81085472]
[263.76881501 313.15325181],[314.18925246 306.79746273],[330.80174589 273.69300406],[318.03519235 245.4457925 ],[296.15421534 211.93739945],[360.60448526 192.70959326],[385.94522988 138.31786555],[407.16415178  98.71903775],[421.43822729  71.24087867],[319.36823084 189.50985289],[318.25124987 165.32080932],[311.57465372 203.66568961],[308.99511063 235.05911508],[279.09105541 191.58703838],[277.49611432 170.3320682 ],[274.60390206 216.9129004 ],[277.29674463 254.90739576],[245.03956457 193.98718561],[239.66359154 142.14121483],[237.96290896 111.40692787],[244.38345881  84.09094877]
[254.46886541 320.8063513 ],[307.2564378  306.00707534],[329.75376571 270.15865536],[318.81396161 240.64641258],[295.38943379 217.29387336],[350.70623636 186.94536365],[382.7835595 133.0893123],[402.00880702  93.62126967],[417.96040735  62.29563179],[313.14059348 183.60748358],[309.17535992 168.07119728],[299.81916813 213.75633641],[297.92844651 242.00904536],[273.9652379  187.26781205],[269.57051708 170.83501366],[263.55764718 221.96522322],[266.07295077 258.2288567 ],[239.76552927 192.33134475],[227.42866515 144.53913901],[224.11052861 116.78536082],[230.16015585  89.52522197]
[253.5111871  318.81519258],[298.67217147 309.29099601],[318.22649165 278.87304025],[302.01345835 256.385507  ],[272.13986241 233.04125363],[349.74589284 199.71780878],[378.27737472 148.1938293 ],[397.83156873 110.31844602],[414.83263363  80.65375051],[310.30557452 194.85701549],[303.65257151 182.35384484],[295.57202858 225.1280299 ],[296.53071435 254.04202219],[269.15496924 195.56925759],[264.97127514 179.75126358],[259.78334005 223.8895676 ],[263.51175308 259.18168183],[233.88690571 199.77803177],[226.90836995 148.18673958],[226.13822079 120.25135307],[233.51466785  95.99837996]
[256.79247055 317.50370937],[300.80476754 315.88740381],[318.848101  296.9433989],[304.62217049 274.86212549],[267.98335111 244.61025351],[339.92336717 224.37558794],[361.28549576 184.42186979],[367.29023671 162.26401958],[370.83412899 147.78337797],[303.45115062 210.45176077],[310.92549105 188.60287231],[294.79275654 223.62669308],[284.20779293 250.13521947],[267.81663577 206.70859762],[270.2916956  187.17162348],[259.33799263 225.28722294],[255.99245842 257.48675432],[236.26997023 209.03678667],[237.6950836  157.85820197],[232.37264123 133.21870337],[232.63290743 115.04382266]
[251.90646259 352.77567824],[301.36898372 343.72712919],[318.63126194 314.54315085],[308.52976234 287.98222927],[282.59025087 264.28513218],[332.717133   236.65855451],[361.41738833 176.17532392],[382.5434728  140.50595316],[395.17905604 111.28293971],[294.34910481 232.07505053],[292.90134929 203.40404811],[286.75668804 247.43540864],[280.46997688 281.2037886 ],[259.09561232 236.29384788],[260.41922333 212.58679686],[257.554285   257.64675569],[256.95015665 290.70741784],[231.21703799 242.2906495 ],[226.54776134 183.73687544],[228.03275965 148.24520007],[232.30968722 116.42700402]
[247.49258036 338.38121353],[294.35604984 340.08977128],[313.91015217 311.06631407],[304.69471742 285.12139518],[275.30905112 263.2894271 ],[318.66928445 245.5162628 ],[346.40140271 196.44323676],[364.04849467 163.58780499],[377.07336116 128.39710329],[279.46218696 236.39324391],[285.03506163 212.64997144],[271.47156035 259.53124434],[257.66857129 286.00922336],[243.22940867 235.54686467],[251.85581974 211.48208213],[247.29670538 255.74160656],[242.57338804 286.55558541],[213.01736369 238.46915996],[212.41267195 180.50948485],[215.10887786 153.77468102],[217.80029463 130.36360063]
[237.98455369 335.20308813],[279.14324139 335.89442003],[295.02639631 322.99355533],[281.83959025 311.08024813],[247.45949211 288.69232182],[325.01545325 243.02090839],[348.59717516 203.68357952],[367.36436551 175.85658546],[388.86367375 149.57761415],[286.89962786 232.03597232],[278.89326545 232.22451422],[269.38907776 266.4167368 ],[274.70475834 285.08874929],[245.06045637 231.4506493 ],[244.75690023 234.01056784],[240.62555449 270.84092235],[245.98631437 295.4725343 ],[207.23584824 238.13832885],[206.82551406 197.11482606],[200.5326121  169.36331193],[204.79939251 142.19845448]
[266.44566887 342.3342231 ],[297.49705022 333.19945646],[295.7524728 313.7632466],[284.02988371 296.88582856],[269.23852304 280.53139715],[303.53199578 289.608649  ],[316.88872183 255.89866611],[324.18654599 234.46516824],[329.33612664 217.53655607],[281.43719176 283.53777833],[282.65495022 261.26510123],[278.78904297 281.50617001],[275.62055406 295.75416821],[258.66644716 281.94378329],[264.73726653 257.49844337],[262.47045352 276.23337887],[260.81771102 291.80165942],[240.22081258 282.33713673],[238.67564738 256.82698057],[235.20351145 248.25285333],[230.39701927 242.66559052]
[264.13686113 338.80974224],[291.20165264 337.38643367],[291.24289423 319.80715199],[278.70756868 304.62405751],[260.78330428 290.98034573],[303.06281687 288.41825533],[314.71159022 255.45140067],[321.31742046 232.85044827],[327.16994928 213.20916832],[279.83143805 280.54142437],[276.6254343  259.00089627],[273.61332465 279.18027018],[271.98428808 293.81969107],[256.5477949  278.23661717],[257.5570107  256.38070295],[255.48727221 277.54335609],[254.71789108 295.08419245],[238.19935565 279.81294327],[233.99072288 255.55357871],[232.11130467 248.47880905],[228.28169206 243.42919447]
