[281.51518656 401.06510911],[314.67126675 397.42489819],[336.72523699 371.80915931],[331.15435075 344.61764408],[312.02731023 335.0144927 ],[338.98298481 322.01210737],[363.60101112 299.7546236 ],[381.67490789 280.10792586],[398.81577773 261.11556553],[313.36748014 309.95369087],[324.33763636 270.91992188],[334.59848353 242.83860454],[341.20054654 217.13356165],[286.83102354 310.63611251],[290.20239415 276.21738277],[295.46301595 247.66357051],[299.16391976 221.82132922],[259.25670966 321.33103014],[252.17266245 288.51848551],[246.43082881 270.62695633],[239.44960783 254.09025224]
[371.71622324 383.05441821],[398.94236052 371.01957016],[414.12456258 345.23930599],[404.83964721 321.4552558 ],[385.51137724 314.75234466],[400.2834644  305.69415029],[410.68515666 275.96914495],[417.41513347 257.34146361],[422.03033992 240.85179297],[377.50795828 301.40298983],[377.81408455 266.22260949],[381.02529508 243.22451389],[380.95595563 222.50451632],[357.2227864  305.60593571],[350.30103715 275.28062192],[349.19193524 253.1278467 ],[348.36536098 233.92254528],[338.46318804 317.02062061],[326.31238619 292.90392395],[321.00469004 280.38053522],[317.00654586 267.94190677]
[371.75328426 395.51574701],[399.02424054 385.45043544],[413.73523132 359.96949795],[407.7274691  338.29770328],[394.56550055 333.1731015 ],[399.88181271 322.84076458],[409.70754566 292.27410092],[416.11259968 273.91005516],[420.90652604 259.51235941],[377.41391999 318.43814431],[377.60058833 283.69654603],[381.13029451 260.91259731],[381.38778787 241.59922968],[357.31866154 321.69925692],[351.56050565 291.94229997],[351.53133728 270.88920003],[352.31412364 254.20343749],[338.49406602 332.77473729],[325.39350849 310.42715686],[319.55300361 297.96326972],[315.85651994 286.13976074]
[364.28874992 409.68400399],[391.3047727  398.85519204],[406.64401024 374.7705799 ],[398.08880464 350.37406374],[380.90012736 340.17381115],[392.64189619 335.86771724],[402.83337197 305.61178653],[409.45079829 287.20321758],[413.6324883  272.28082126],[370.33365008 332.21507968],[371.9582027  298.99025955],[374.85249394 276.37247234],[374.92918701 255.96546083],[350.77636138 336.26755014],[345.71523886 308.50766848],[344.02900134 287.48323851],[342.55809552 269.29444085],[332.12882124 348.05391036],[320.24486409 326.13458381],[314.55477886 313.17516555],[310.66082199 300.82175262]
[364.36315787 417.62948344],[392.07385814 407.44926451],[406.57288774 385.93749104],[404.50752956 365.21555419],[395.02961475 356.7129211 ],[392.84388044 345.76893547],[404.5937257  314.77867222],[411.11670544 296.46825088],[416.2741152  281.87368524],[371.21642846 341.0730325 ],[373.23549554 306.70030917],[376.12777294 283.95903782],[377.59250582 265.24737104],[350.78935587 343.81441933],[347.20853275 315.33055981],[346.47228554 294.22473193],[347.23322475 277.81559095],[332.27132331 354.46973094],[320.68511162 333.63144071],[314.51202046 320.39272134],[310.78070946 308.4434549 ]
[367.92961061 426.58872815],[394.73137347 414.36567576],[410.91747122 392.08816396],[404.91960631 372.88355157],[389.65632841 365.64845979],[395.75484281 350.31227622],[406.67427284 319.9410527 ],[413.62874591 300.20622925],[418.83838554 284.27579074],[373.95023343 347.40003724],[375.72290594 312.47310098],[377.41078496 288.37771377],[376.08101035 267.78743505],[355.29242103 352.13862254],[352.36599521 323.67119715],[349.73573701 301.3453838 ],[347.70264345 281.80771961],[338.3746125  364.23846825],[327.06513386 342.16817421],[318.36409107 328.0310201 ],[310.65723704 314.06854785]
[375.00371484 443.23768873],[402.6912405  431.84622411],[416.21917534 407.16990291],[407.90537545 384.34381189],[389.7137764  380.05702096],[399.34766797 366.3415857 ],[412.36130364 335.26941307],[419.38714775 316.71911582],[424.48655186 300.97660384],[376.55480673 363.01921678],[378.91109565 327.11381933],[381.40551349 304.06723535],[381.55460497 282.98256558],[355.40851003 368.27464916],[350.41839032 338.31503983],[349.16385572 316.16875003],[349.45602511 296.38472639],[336.31350972 381.06923994],[324.58102155 357.24419102],[318.62898297 343.77579597],[315.31509263 330.28466915]
[376.64374828 457.35061406],[402.10668229 448.03236674],[422.48546772 423.20031342],[418.31722438 404.64060365],[400.972287   407.16974198],[402.12055395 376.74434211],[413.9893399  349.41115146],[422.46392477 331.50519317],[429.07047094 314.78574799],[380.024226   373.69694107],[382.520319   339.53761045],[384.00225744 317.27461854],[382.07592549 297.78298932],[359.55014673 380.12117074],[355.59127083 351.60822232],[351.75806549 329.84060928],[348.70701146 310.19429602],[341.69160576 396.08453605],[327.51703245 374.46285672],[318.29221227 362.30786149],[310.42925186 350.03059515]
[379.26928218 455.23706494],[405.87475886 445.91908778],[424.70521621 422.86282162],[420.3218616  406.53908612],[404.92082134 410.19264459],[404.36551662 377.40129145],[416.04113851 350.9673457 ],[424.32795222 332.82380837],[431.97151605 314.72801691],[382.48969562 374.28328273],[384.07046395 340.47770335],[385.55333414 318.54266193],[384.14987322 299.10655316],[362.27556672 380.28131539],[355.45948416 352.53772809],[351.48185226 332.14607352],[348.53524717 313.62530668],[345.7069701  396.36250939],[330.2435392  375.82381724],[321.70121177 364.25941613],[314.87846074 352.44979587]
[384.90260634 454.35091189],[411.61022111 445.85915043],[429.49254396 423.57544533],[424.99339912 405.23992961],[409.39568884 403.74554543],[410.69730524 375.24901896],[422.4350912  347.73402844],[429.60120727 328.37920168],[435.55734767 309.76974427],[387.44866441 372.02474696],[388.3021727  339.06568484],[388.89586266 316.20141602],[387.72981114 296.70969443],[366.56590441 378.82958438],[358.57476906 350.52857474],[353.78986118 330.09344201],[349.99317484 313.1181967 ],[348.8714593  394.39230365],[334.26230021 372.58797382],[327.29829905 359.9941433 ],[322.05421026 348.90537138]
[385.75107207 449.48469707],[413.42681244 437.42547703],[429.36254924 414.92493832],[420.4437212  395.46354351],[402.9842173  392.73212982],[412.56546676 371.82920626],[426.33056612 341.37917021],[433.17877636 321.8639446 ],[437.4075375  305.31986764],[389.07095687 367.89954272],[390.98055023 333.05031383],[392.32649405 310.32908209],[391.57744919 291.91661925],[368.45320888 373.33450417],[362.94475111 343.52072152],[359.65855246 322.23661512],[357.82226708 305.45712108],[350.4726084  387.26586811],[336.39326513 365.04758258],[328.81990961 352.65992547],[323.65070866 341.54988142]
[362.86893969 442.10963578],[393.04074943 432.96239895],[406.25071048 409.52051565],[399.72840924 386.76743149],[384.16154796 379.12644863],[390.30833684 368.78854143],[400.91822786 337.59491374],[405.4738389  317.69280479],[408.73722584 300.60179208],[366.31562834 365.7794678 ],[367.98824031 331.73300811],[369.91283309 308.60161776],[369.46490919 288.41482879],[345.11194994 369.81046928],[338.40428427 341.43274296],[335.3579316  320.39328887],[333.22087584 302.21564495],[326.89150499 381.33572027],[313.88546688 359.42072066],[306.65211428 345.85797908],[301.77031819 332.52843491]
[344.79340145 439.69244268],[371.32237976 431.29994444],[388.56000717 407.40383117],[383.78437574 383.6186812 ],[367.91999505 377.54261439],[371.72646942 368.64142062],[384.09727745 335.39602673],[389.84911847 316.10930833],[394.3402976  299.52715924],[348.61726303 364.65972338],[352.37216044 328.17351352],[354.77714636 305.26512782],[354.85041445 285.09292906],[328.16523158 367.8224385 ],[324.94869854 337.99705798],[322.55337189 316.55549522],[322.01487317 298.61763744],[308.64776113 378.78817711],[296.71346093 356.97891083],[289.23822012 343.69892444],[284.7968612  330.35388884]
[330.30491171 436.97594515],[357.68136585 424.42446264],[372.43716933 398.82778252],[363.77061579 374.94326769],[342.70712367 373.03914256],[356.18925819 360.93961488],[366.86715695 331.12412154],[372.5236206  312.24990771],[377.62201869 293.87703917],[333.22942736 357.909642  ],[333.25826244 322.3217933 ],[332.90681543 300.52842491],[330.77376057 279.73304286],[312.91344669 363.04019242],[306.85964592 333.61043024],[303.52561998 313.62793544],[301.77521252 294.51050966],[294.30159132 376.83233548],[280.19422472 354.94584013],[272.00187191 342.98860607],[265.37305692 329.41780745]
[319.20801049 428.37980377],[343.64826675 417.33106947],[357.72411675 394.93499608],[350.98793717 374.63035134],[333.08023913 371.66158173],[342.22886135 357.9143753 ],[352.45410249 328.83372532],[358.57353705 310.2918765 ],[363.50488757 292.48982711],[320.30651625 354.38957378],[322.66065686 321.29380168],[323.42656962 298.04209948],[321.42385858 275.98848921],[300.84069748 359.63083949],[296.44336512 331.95050518],[294.71005097 311.82285134],[293.1730389  292.15753742],[282.78039002 373.40614148],[269.30600806 350.91365866],[262.62020393 338.59132708],[257.16928551 325.12193343]
[311.47742633 429.72857318],[336.98724947 415.99645303],[349.49676225 393.01624871],[343.50154006 375.23233068],[329.38395006 373.73905155],[335.5541232 355.7091808],[345.77620335 327.05611174],[353.44566896 309.04509047],[359.65257674 293.11532272],[314.13366392 352.9699001 ],[314.97731815 318.62809752],[315.72919365 295.67642196],[314.33792854 274.53595381],[293.91421758 358.56267541],[289.72198852 328.72752179],[287.1876795  307.41564365],[285.24823875 288.03738231],[276.03143928 373.49826518],[262.88737893 351.05799289],[255.24556647 338.44739502],[248.08558892 325.28623158]
[307.65149371 428.90091375],[333.31737908 413.82047101],[344.70114078 387.85211505],[335.05730308 365.58812455],[316.98992287 356.2408331 ],[331.4637516  354.23241674],[338.67752237 325.49315041],[345.35177333 306.27081276],[350.95422351 289.30648998],[307.78032098 351.62853676],[308.40998613 316.75911813],[308.7139588  292.06920353],[306.80664215 271.43044588],[287.41244898 357.56185621],[284.05435366 330.08559874],[280.87919395 307.64893224],[278.20009258 288.41527748],[269.23091859 371.28017351],[255.17543491 348.94720146],[246.82158505 335.23387178],[239.41651867 321.92224429]
[299.97086527 427.09021585],[325.68951327 410.75244   ],[336.87854582 384.63329009],[325.39207728 360.37777394],[307.45177594 350.56729986],[321.90550216 347.30077668],[330.69168154 320.04539456],[337.13144376 300.25388586],[342.35027601 281.7849557 ],[298.08356066 345.41640041],[298.47176452 311.71163793],[298.90342807 287.33242337],[297.15081675 266.990031  ],[279.32587919 351.91425684],[275.25446603 325.2614094 ],[270.65433749 302.96990108],[268.0796586  283.58823673],[262.61048495 366.72915207],[249.38170081 347.51808739],[240.52281255 334.69382984],[233.33271522 321.58653566]
[291.02745573 423.94081003],[316.14063412 409.36936564],[327.00833252 384.25625542],[315.02597291 359.50575507],[296.70562432 348.74273075],[313.73306364 347.6548792 ],[323.95311783 318.09176521],[330.56508943 298.65452118],[335.31941298 281.45337143],[289.64269473 346.02248531],[291.52088668 311.85764287],[291.95378668 287.43969425],[290.00941133 268.61769725],[270.59885351 352.13814211],[268.45218381 324.28875526],[264.66908889 302.07952536],[262.06188684 284.08273179],[254.64678601 365.68082384],[243.3916825 345.610891 ],[235.02398416 332.94193603],[228.32927168 320.60091683]
[283.23599593 417.4111673 ],[308.22819582 404.16493036],[321.06941172 379.78588229],[311.82937726 357.39809975],[294.16952589 348.5045323 ],[307.35704788 345.75574227],[316.19331275 317.78317711],[321.86462526 299.05016432],[327.29451342 282.26579692],[283.37980681 343.24556662],[284.28510878 310.14940083],[286.03133633 286.733842  ],[285.41328103 266.606735  ],[264.25961411 348.70682035],[260.95587149 320.4988773 ],[258.60602329 298.87855888],[256.98390928 279.56960289],[247.3827065  362.97172897],[234.73153166 340.98572901],[227.12307845 328.80554252],[220.30341062 317.11334882]
[268.9326367  423.23019952],[296.13739716 406.37735661],[306.19926073 378.64975117],[293.83259479 355.45103343],[273.3572948  349.15332618],[294.77480299 346.30219352],[302.9204624  318.07981352],[309.76433305 298.25338768],[316.16127575 281.6528898 ],[271.34231153 342.73136308],[272.08929244 309.55867261],[274.09977527 286.04450049],[273.02153913 266.5171285 ],[251.31514163 347.89506341],[248.69878095 320.84397122],[245.48841142 299.53263683],[241.989117   281.16049212],[233.82638512 361.26092524],[221.84753903 340.45720215],[214.30339185 328.31380706],[206.62490861 316.27170703]
[253.46144153 418.00116973],[279.54439147 405.47689972],[294.19668305 380.72114492],[283.62083448 355.75961745],[263.10067745 349.82551641],[279.08608373 343.93994469],[290.30943271 318.93451455],[297.32447576 300.45640769],[303.51725326 283.48553631],[256.77967255 340.03226819],[257.80180895 311.4872485 ],[259.19335273 289.66302223],[258.51717321 268.97106351],[237.20608929 345.67760526],[231.20785471 320.858857  ],[226.99342898 301.59684675],[223.73130051 284.24422817],[220.04334097 360.03458539],[207.33241872 339.32734129],[200.16377795 327.77172115],[194.52720934 316.15181742]
[247.26973312 418.29485679],[273.7372215  404.18663461],[286.18566362 380.01349857],[275.71801415 355.68641698],[256.45987902 349.25654456],[273.71685349 343.32867441],[284.26228942 317.23719492],[292.8075063  298.91922203],[300.15765243 282.91958701],[250.99632531 339.09894007],[252.49255174 309.04934917],[254.91415119 286.43743036],[253.59636829 266.32839034],[231.14916047 344.90451124],[227.72657676 319.01603355],[224.77036728 298.42876315],[221.54033766 280.14565662],[213.61261135 359.04918891],[201.37284974 338.0081506 ],[194.24329736 325.17618316],[187.41711962 312.9068405 ]
[230.51212621 420.59369816],[259.80529935 408.88663585],[273.58285194 383.79341452],[264.77194419 359.10218963],[246.54448791 350.46847148],[261.98387462 348.00908571],[274.47168562 321.30435693],[282.99438119 302.55126816],[289.95445132 286.82509802],[238.46188987 342.76302987],[241.50755364 311.877084  ],[244.08128961 289.5846485 ],[244.1708289  269.75787818],[218.63172961 346.82953572],[216.26801734 319.56418516],[212.95815071 299.13280576],[210.67832385 281.65017027],[200.67568413 358.67512121],[190.22940063 336.48042621],[182.96986496 324.28638006],[177.22167293 312.5093768 ]
[216.88309416 424.90053326],[243.20164129 410.31839337],[258.94862856 386.46997849],[252.76819143 365.83753817],[234.06247347 361.86171403],[246.03404628 353.05177379],[259.11211688 325.92874581],[268.07114492 307.29718649],[276.80674325 290.09400213],[225.03707503 347.98732182],[229.70245634 312.82289539],[234.09300768 289.26474396],[235.55480807 270.64888584],[206.45847324 352.5443915 ],[207.4010605  322.56085589],[206.99749552 300.89551652],[207.00030697 283.07032268],[189.22053194 364.30462976],[179.6266415  340.26489097],[172.92890958 326.45900197],[167.7550803  313.45089659]
[206.42380004 424.19334613],[232.62413109 413.79321975],[248.09532088 390.51338406],[239.83644548 366.50072364],[222.92187562 356.68501598],[239.06437124 354.6004768 ],[251.94509151 327.56974918],[260.24339038 308.77925249],[267.33904145 291.92693207],[217.53606631 350.88826537],[222.70085885 318.91837655],[227.8387233 296.2280546],[230.1042295  274.91958146],[198.21358413 354.20123854],[200.14181297 326.54280644],[201.72451422 304.01540524],[202.8441281 283.4271459],[179.54688732 364.38857732],[174.29664399 340.16892597],[171.61040196 326.41941173],[168.17344431 313.73736326]
[190.6172204  425.73742275],[217.17212325 419.03241441],[234.27291785 396.23995705],[229.06575011 373.42824071],[215.60797599 364.23202554],[227.70749607 358.75134335],[236.97004266 330.33980025],[243.14970715 311.22021461],[248.86924337 294.16627288],[206.68853384 354.6845928 ],[213.65419573 322.56966526],[218.92961698 300.07374825],[222.4384535  278.40452946],[187.28865142 356.18923882],[192.05221458 328.18771771],[195.17774102 305.95148638],[198.23453871 286.67374234],[168.05711593 363.07137904],[167.07850774 339.29618007],[167.03981495 325.73930762],[167.7146514  312.43632601]
[179.36509203 426.6574187 ],[207.16744897 417.55404532],[220.91919193 394.65215108],[212.97617096 373.31165909],[197.16514405 363.22118096],[212.89192035 361.33374936],[217.40813366 332.3470262 ],[219.18798483 312.0875804 ],[221.47645587 292.74730122],[193.61061351 358.622201  ],[198.90594407 326.10810688],[201.5914793  303.89060499],[204.69877952 281.09347839],[175.42133361 360.96930098],[178.37311224 330.6470508 ],[180.70407477 308.87352563],[183.71759842 289.62465261],[157.79177654 367.43052545],[159.74345403 341.64826208],[161.74036188 327.87786548],[164.52458533 313.80599752]
[167.27876796 430.27961616],[194.72572246 420.91347356],[208.2197806 399.0109737],[201.52108779 377.39064157],[188.64801244 366.25676778],[200.24887011 363.87075295],[204.82354781 335.07516741],[206.25964858 314.55281187],[208.02096454 296.21173593],[181.29608783 361.28837978],[186.07096757 329.36289118],[188.88129654 306.95448477],[191.99905056 285.09446406],[162.71030473 364.10431822],[165.72028654 334.24358376],[169.27744866 312.56911694],[173.17038138 294.44356486],[144.91853205 371.45169673],[146.27717977 345.99729997],[149.88775974 330.84923345],[154.80730436 317.38434012]
