[271.1127778  317.65986382],[290.12181144 288.21283203],[282.74542179 256.43498788],[272.04723903 209.77078221],[262.85169067 158.39992662],[245.3732731  248.49248929],[288.85870586 260.45691219],[298.23313353 262.19719959],[292.10559788 256.13540626],[231.87383245 278.62192375],[311.4986075  292.21310818],[321.02712946 294.64571269],[317.45535589 300.75170474],[228.22617082 313.47584788],[300.59707205 329.46640667],[306.21979829 321.24884229],[300.41907343 320.70263843],[232.05515711 351.55596859],[282.87152838 357.42465003],[289.58445795 351.42858192],[283.93419078 355.09371952]
[283.16228168 383.93093051],[313.45175917 332.36067135],[350.55944319 293.49295357],[376.17865902 253.53759979],[391.10982175 216.13643448],[410.66138091 342.84394688],[468.56312969 354.09146438],[475.55096243 359.77647691],[481.28260626 362.88856285],[411.15345664 378.19447174],[468.16373209 382.41629572],[440.23531363 377.24454092],[411.85364193 369.05402577],[403.39845851 410.37769269],[459.00974752 411.36921283],[433.92978904 399.43756337],[407.54015261 391.91574772],[395.15741598 445.55427654],[435.9866488  449.02424362],[421.22153503 436.91421901],[405.30765676 427.97820832]
[282.27072319 386.80160134],[312.83898891 338.42946442],[359.9526856  293.16977412],[388.93090329 254.59122418],[397.23043412 225.1198725 ],[426.78337548 335.02397005],[496.11195007 347.78547423],[515.6592073  360.28159112],[529.83440779 367.78847948],[427.01659835 372.90045722],[486.42123348 387.93197511],[470.87228371 390.67576717],[456.09789774 377.70637879],[418.86140544 406.34714528],[473.57478454 418.13350549],[455.22768429 416.21599071],[434.97653942 404.7774341 ],[411.69237367 438.95814038],[455.83237054 450.36533123],[438.88968065 444.45257797],[420.82335273 430.63308274]
[308.27811174 389.20400314],[341.71780953 338.21735059],[385.28387193 285.95814463],[412.35778999 240.10170117],[419.96301728 207.92652405],[442.86851042 329.44607217],[511.90662548 341.60044008],[529.52799244 349.8501877 ],[540.54288037 351.05818331],[440.05681379 369.72583396],[498.55132237 376.29941739],[496.82034308 377.08471226],[494.92444956 364.68327515],[431.50794071 406.6902336 ],[481.29704759 412.42695178],[467.04790046 407.95240402],[449.45467501 397.0281083 ],[426.22825739 442.00640243],[466.55544626 446.49985424],[453.34577825 440.00759397],[436.96751243 429.87916157]
[314.73345429 381.09369332],[348.36161276 333.43471697],[390.61163486 287.84371282],[419.63859429 247.25316019],[433.28647723 222.22285788],[446.7491346  329.11503596],[507.0618938  336.50316537],[518.89780684 346.29244148],[523.64231696 348.71077857],[444.43538685 366.69183734],[503.31157633 377.16696366],[506.44278921 385.56712737],[506.02356208 380.00864074],[434.06840329 400.46639221],[485.19828322 413.27331776],[473.04755617 411.96029908],[454.1593688  401.75470129],[426.52165812 432.95581391],[467.85118852 445.03051565],[467.1113945  440.81772952],[457.92242953 428.50026051]
[330.09569354 373.53346876],[366.56582647 327.96038682],[408.59421086 286.83201844],[435.07084487 245.04163564],[450.39104702 222.25217027],[461.61357039 332.79250263],[517.48134333 330.61487386],[523.09330038 335.1601653 ],[518.48350925 337.6700485 ],[457.66053234 365.51456522],[523.19057187 372.18114672],[529.49469674 376.57592612],[530.09800522 369.10510703],[447.29756188 398.26385481],[502.0564003  410.48043011],[486.44456716 404.56187616],[468.24021207 392.75712109],[440.54846296 429.87395589],[481.80462796 445.1504947 ],[472.87128553 434.04636111],[459.88853077 414.90163729]
[341.03099924 379.0404367 ],[373.76154501 330.44746682],[413.80230134 285.67867689],[437.16301915 244.36078191],[444.2464992  213.91586103],[468.82468134 329.05212184],[525.54827679 335.2299489 ],[529.38370589 343.41477248],[530.3803857  345.71667884],[465.05892402 366.54703078],[523.03487557 370.23301529],[516.34275706 376.22961898],[510.49120983 369.10321664],[455.28052223 400.79068235],[508.42878283 406.07966737],[489.7507675  403.95752193],[469.50303061 395.12390175],[451.9346384  433.27380248],[493.50629361 439.27033594],[487.19098571 433.97597528],[477.3344419  424.05286327]
[352.34400181 374.41832846],[380.70968162 330.58755253],[419.85960098 281.36637257],[448.21734265 239.73622296],[457.33710648 216.33534068],[479.38703501 325.35061756],[541.46472321 324.50867169],[552.42997189 331.74168452],[557.52327108 333.802894  ],[479.58877772 362.46910478],[545.3387823  363.13545558],[546.23913336 369.8362983 ],[542.16476259 361.14572185],[471.47188979 396.96352157],[529.28719053 402.55306463],[512.95128726 398.90078675],[493.60327405 386.31996998],[466.0420553  428.98917716],[510.97293879 433.80146883],[497.62118506 425.6609655 ],[479.83752364 410.68414887]
[380.67509185 369.9010891 ],[402.66409734 318.40515583],[438.40106148 273.50890248],[466.11893128 235.68388309],[481.36562097 221.80124438],[506.79496747 310.18892171],[570.06886667 309.26398416],[585.09577986 318.54944299],[585.70778677 320.50097957],[506.7673819  347.80200811],[560.86166606 356.85609412],[568.64640612 363.26134225],[561.2068396 354.0362557],[499.67489208 385.77697689],[546.17724534 398.48023969],[546.15770147 400.17774022],[531.27804986 392.82687931],[492.70630631 419.84287833],[531.24509596 431.78068953],[524.12750585 424.05059201],[507.46158663 411.64745321]
[388.54222228 374.79444461],[407.72723592 319.58834493],[447.85156754 276.74600915],[477.17399325 236.61403197],[496.28748897 210.16485354],[522.2601256  309.40118223],[589.10686517 305.88943723],[604.43459358 307.17776387],[604.16251938 308.57358345],[525.15087578 349.11270269],[582.16290832 342.77925585],[577.52774989 341.37205555],[560.75965888 337.12302195],[520.51756441 388.97344945],[563.85972172 380.46077407],[550.33074798 374.62937108],[530.84102036 370.45779691],[513.77347862 425.26950081],[547.41578435 418.28099227],[528.73927654 402.336805  ],[505.56020286 390.79204914]
[418.31473887 371.22644167],[420.34818667 323.28422397],[458.66926764 279.53719932],[485.335917   241.10454513],[502.6314265 214.0113899],[536.21231981 309.23720578],[588.15606295 301.06204107],[599.64262196 299.30331008],[598.6359723 299.008798 ],[541.24593141 347.11102988],[590.49421036 335.995519  ],[580.25171395 332.68455495],[564.0223932  328.30117422],[537.77934509 385.27732963],[581.00038972 373.52070717],[567.07723413 367.82592332],[548.78328074 365.04982135],[528.97967924 423.19413126],[566.80211073 413.67438727],[547.28381648 400.93242083],[523.78189452 391.13701987]
[417.68879202 374.63667577],[424.18397792 319.25805776],[459.26553063 275.39130453],[481.8946018  235.18730078],[497.77751043 209.51708554],[537.94079081 308.77417306],[590.65713972 301.49150738],[605.70095681 301.22125926],[607.41817049 302.93945992],[543.47175798 347.66701406],[589.09298621 336.54669175],[571.36025965 334.70409255],[545.72233051 331.41146115],[538.37325672 386.93616709],[584.80754029 375.60944195],[571.78933136 369.13866332],[550.43783538 366.19900333],[528.49927828 425.5149407 ],[570.22443512 416.95073496],[553.72963839 402.72433731],[530.04502582 392.55649163]
[404.98042727 365.70740038],[425.32437815 310.18332309],[456.65799054 263.24498766],[477.34661944 226.07874393],[490.98341792 197.6276789 ],[536.86652598 298.92114097],[603.45598553 294.71231466],[616.21628137 297.66021004],[613.2042859  298.04350144],[540.52639212 336.6033293 ],[588.29299601 343.00601232],[578.94106752 340.59475488],[556.95892086 332.82651794],[534.59714943 377.56560189],[574.4400145  382.55697774],[562.58393043 377.35227071],[540.13258404 372.12488598],[524.04237958 415.45138444],[557.96611981 419.24905723],[538.91720013 409.3398416 ],[513.10142925 399.48543216]
[394.52158531 358.38918398],[417.79655731 300.28594065],[448.63547499 255.60821816],[470.11571213 216.51403501],[476.52307187 189.78053408],[519.4447994  297.57172178],[587.21320782 295.73492915],[593.79824223 304.42778449],[589.34676722 310.14005967],[518.35578391 334.58091971],[572.60355041 344.48005316],[561.68212709 348.35096192],[544.10729426 344.71178432],[509.57392031 371.77142916],[558.38623574 384.05115375],[548.34176797 380.82151747],[530.20429494 373.73911753],[500.24388598 407.75009675],[539.91813925 415.72144909],[522.69792565 408.84187556],[502.55169359 401.89381347]
[382.36297859 354.44929831],[407.67091178 299.24486152],[441.3284814  252.02581673],[463.84538519 214.91184863],[469.25464498 186.58020758],[510.89320114 292.17074202],[575.33991236 283.38959343],[591.13620922 287.96982059],[594.80671971 289.61147154],[511.86202462 329.70645293],[575.04279656 333.7406949 ],[582.04864277 339.19388321],[571.15470535 332.10642735],[502.21810482 366.02737256],[556.57112491 374.02141102],[554.26114389 372.56966846],[538.09467096 365.65053848],[490.36919632 403.62992888],[531.96000869 404.46945625],[518.87991338 399.35043889],[499.08349172 391.63826039]
[355.66555773 344.42777506],[388.33728154 293.2421551 ],[424.15577491 244.0870826 ],[447.49075288 205.64065474],[456.35757415 180.87075144],[481.88586665 278.28293789],[554.08063982 295.75774792],[562.52591893 315.16956948],[561.3354919  321.56390811],[484.62269205 316.73282337],[538.464604   346.32522367],[532.30094744 355.13116866],[511.02209569 345.88005248],[477.88188889 352.56515116],[524.85791356 377.4549181 ],[518.59239718 382.4778115 ],[497.77993984 374.05606016],[467.8676375  387.61684888],[504.08753374 402.83394873],[487.82973401 402.95468913],[466.38114676 394.46302455]
[335.14027568 351.6769094 ],[374.38909008 295.76873731],[406.4569026  245.71862082],[429.35095431 203.77472517],[431.38370935 175.41396811],[464.82311002 283.07741612],[535.63391384 290.34155653],[546.45722098 299.64191888],[546.75071005 299.69112717],[464.48622283 317.37050744],[527.83878825 339.8715878 ],[534.29696668 346.20598179],[527.81623717 336.99522131],[455.59225265 352.38833892],[513.53527196 374.37397238],[510.93230065 372.34387404],[495.96002028 359.72335673],[442.72748285 386.41330133],[487.96379009 398.16798255],[476.28370943 394.37486204],[458.91483957 383.37168635]
[328.3283933  343.52326512],[365.92435042 291.46607056],[401.28111842 243.58607678],[422.57747303 203.30925011],[422.91808762 172.7019454 ],[455.17483133 275.92408367],[523.02336248 289.86890007],[532.68394096 309.27695105],[533.9932867 318.9323278],[451.73294023 311.69966356],[515.14284965 341.09239287],[524.4794989  353.35299103],[521.81742645 344.83775811],[439.50857393 344.65238902],[498.34739815 375.46773789],[501.48580198 379.40397094],[491.34999884 367.77833059],[424.78461025 377.1715316 ],[473.0461802  396.13772005],[466.84584053 395.7199499 ],[454.30958001 385.07472929]
[303.71755256 336.83476566],[334.72718952 286.23139746],[373.77964097 244.37886804],[393.23728108 206.08775717],[396.37264658 167.38315086],[428.11445317 270.89449431],[478.42555427 277.94635961],[484.75421004 287.62006395],[485.37167073 289.11561955],[429.53760428 306.06488996],[480.4093418  317.61929274],[468.86604765 325.02128852],[452.34403808 314.42164807],[422.79799906 341.56518759],[470.52434116 355.49568327],[455.10726669 358.46943277],[435.27580111 349.16944523],[412.07799522 376.46756311],[454.26833154 383.85323301],[439.59654005 385.22513008],[419.67395619 377.12720853]
[293.42508826 330.22247724],[328.82080681 276.09574752],[361.493971   229.41883774],[386.42153465 195.53113462],[387.0498057  164.14904306],[418.05640759 269.11885309],[482.71126791 272.37775699],[499.0823159 277.2902631],[507.16320817 279.0815414 ],[414.70024245 301.57689503],[469.73908462 313.44963756],[450.66841893 318.85060685],[431.72887566 312.5270766 ],[405.26984557 335.58939193],[455.54628217 352.02151298],[432.28909115 353.15424764],[409.80941552 347.33526365],[395.4013847  369.22779559],[439.98865044 377.94879901],[421.87208291 376.52785083],[405.54977541 373.31584876]
[276.45190116 333.30337257],[308.9090413  273.63411117],[345.06753863 233.61311233],[366.17549701 199.4088427 ],[370.80916526 162.01253012],[392.50295435 265.83637802],[460.25045611 278.27858256],[449.02436955 284.70555074],[432.35247994 283.8383158 ],[389.69404545 297.43931142],[451.96217508 316.35165131],[425.42521884 322.36860736],[403.70426871 314.14624527],[381.11203751 330.56361883],[439.5370721  347.97001189],[410.3862889  352.19784994],[385.16569603 348.0131042 ],[371.35148599 363.02071571],[422.28803176 372.46863221],[401.36125815 373.66814509],[381.35600458 372.09447286]
[256.72028467 325.00034849],[294.91023196 263.305979  ],[334.67450119 219.38515043],[361.36871598 183.76660155],[372.19121698 149.55125734],[369.43747122 249.47124597],[450.33556751 258.1103373 ],[431.53929013 271.55767824],[406.18419843 272.57654568],[358.63503208 280.20760742],[437.63985008 298.45637027],[408.54516132 308.35373566],[384.74011298 303.13530326],[346.90687445 313.41230948],[422.2805408  331.62928698],[393.69171691 340.148476  ],[368.94031755 338.4918034 ],[335.46851383 347.72837223],[401.87918051 359.79499367],[383.45996235 361.24737182],[364.76719203 358.19479685]
[234.69099507 329.82842442],[274.46305912 267.82271799],[310.47550319 221.08914856],[341.93535801 178.07532654],[363.0242047  140.47685289],[347.28669288 241.86228305],[436.6437434  252.13103053],[416.61165375 267.54535972],[386.64300448 269.35274816],[335.11686977 271.64081915],[421.08098394 297.6206603 ],[396.84744229 304.61163836],[371.23590261 297.10922429],[321.91155603 306.46625354],[404.91565889 329.1743654 ],[380.01935138 334.80202   ],[352.86197359 330.89695585],[309.05389136 342.22317112],[385.95730127 356.52189972],[372.22100921 353.9093372 ],[350.89627159 348.10186755]
[241.47068032 320.28248011],[267.97882036 265.57056086],[299.46755703 222.67634154],[322.4492876  186.83869195],[328.63932158 156.79030787],[326.44430696 242.5028722 ],[408.34498763 258.48165939],[386.32485726 270.15001408],[360.73396633 265.97538003],[321.41212357 275.30640893],[401.12991605 296.44642544],[375.05991197 305.70233525],[354.67929769 297.73842121],[314.99611344 309.32797563],[390.70535107 331.77327068],[364.74237134 337.02552643],[342.63781815 328.71618166],[309.74672555 343.37383878],[372.74042464 357.19497532],[354.15248946 357.25232308],[336.25788292 350.15099672]
[229.10178731 312.63638748],[256.15947679 255.05725615],[287.67035635 211.70694029],[314.47478857 175.54174621],[328.80947268 148.65122685],[312.24759956 239.39777308],[396.0292141  247.80739918],[374.25266443 253.478473  ],[350.77484871 248.51070504],[306.27021324 271.97582392],[389.71930814 287.02881914],[360.40439809 292.62375931],[341.20957248 286.00168266],[301.16637349 306.59609363],[382.36269118 321.91902646],[354.7493779  325.94018904],[334.3166759  320.42280612],[298.11654328 339.7071917 ],[365.2115477  349.03815422],[346.78463652 346.14110737],[331.97373732 339.18124099]
[224.42947218 306.15510273],[256.46292484 251.54037484],[287.23194271 207.61880227],[312.60555694 172.3391765 ],[325.77969751 142.49028341],[311.48045737 232.49789257],[391.24043171 247.07399778],[362.91426192 256.96423619],[336.69436469 250.63322549],[303.78519995 264.23517157],[381.19553163 287.0713239 ],[349.86259335 292.62346447],[330.10467033 281.49006608],[294.7262805  298.40290409],[369.37132571 320.86453544],[340.91437602 325.82571894],[320.83619036 317.64153584],[287.71877313 332.6229974 ],[352.91501309 347.55867669],[333.58070135 347.55705206],[317.81167789 339.56206478]
[220.54310219 310.18384508],[245.90450909 251.62816335],[280.71956429 213.41349608],[312.53452094 180.33941741],[326.11775947 149.46448906],[305.46971389 239.9316594 ],[393.11874427 240.28032848],[371.60602827 247.76822638],[348.55970755 245.13598318],[301.29434749 271.0683952 ],[383.77589124 281.5840939 ],[353.09691119 284.703835  ],[337.06175191 273.0700655 ],[293.71226123 301.52323823],[373.24321996 315.97010906],[342.70200547 319.80209462],[325.87415823 312.07326713],[288.85678018 332.31066112],[355.32637825 344.02170152],[333.66886909 344.47432545],[319.34218659 337.46276477]
[223.58858759 294.98417795],[251.4697714  239.97281711],[286.32959342 200.1412948 ],[312.08052345 167.81790043],[324.54888525 136.26396916],[321.87179279 222.29408458],[398.03695528 234.66926613],[376.2905838 240.9793873],[351.54763102 236.04023964],[318.61850007 251.91761279],[386.77111197 272.70800493],[358.30692037 276.62482312],[338.05553796 266.57979925],[310.70616615 283.80599735],[376.85832656 301.62848825],[350.03778385 305.40434882],[329.98437945 300.92699535],[303.1012864  317.59211373],[360.74231991 329.2638078 ],[340.29052002 329.14134353],[321.21568655 324.6383949 ]
[237.42460471 289.11707549],[263.07452057 235.12877607],[298.88442932 194.17127327],[330.75092552 163.94219898],[342.10851586 136.9939943 ],[335.27467363 225.09937162],[408.22958331 235.74204123],[384.71195852 241.59501962],[358.17696633 235.13578408],[333.06984261 254.81357211],[399.70256597 274.88684465],[369.27455847 276.5358271 ],[347.35477474 263.89654632],[326.02885734 286.69045778],[387.72202306 306.95903729],[357.82131553 310.4594309 ],[334.52570889 302.1386261 ],[319.55989335 318.93620778],[371.63367509 333.13266417],[351.09860232 334.30889599],[333.70054113 326.04190533]
[241.67795181 285.47328521],[268.19500079 235.51257996],[300.63945571 193.86083763],[333.96344106 162.73006815],[348.78192951 140.57317065],[344.82807382 224.4212923 ],[412.47951471 238.07914411],[392.41670973 247.44991826],[367.99790361 245.34507887],[339.28803585 253.33787605],[402.78970431 278.74567928],[375.14810329 283.65754173],[352.41012674 273.96021614],[328.68155138 283.53418636],[385.00008058 311.74309908],[359.28534042 315.63547896],[333.29195425 308.24968765],[319.56411765 312.26769594],[367.05709402 334.83088232],[349.86595118 335.85451524],[331.74320977 328.96248533]
