[246.46216161 378.38837195],[282.88343639 375.98965776],[294.1644798  356.33362228],[284.11265174 332.71018808],[265.61581904 313.5296402 ],[301.41553403 309.91119127],[311.46674603 275.1756628 ],[318.85139466 251.21425809],[325.06966074 233.51516116],[278.97231823 308.15897135],[277.32627338 302.75588066],[273.11717105 330.72846581],[274.51312469 340.79917468],[253.95006267 312.50698432],[253.04608115 311.37161669],[250.41861459 335.44773505],[252.12600591 344.15979917],[229.87218401 317.07924216],[231.00890682 314.75957441],[231.82782887 330.31001427],[234.28706132 338.55408001]
[270.850907   373.76261979],[316.04232871 362.54738383],[343.40547106 323.73172746],[344.30696321 283.25198985],[325.69467791 262.65860314],[342.35934598 254.82357228],[353.55698335 202.01650204],[363.59152229 168.18594585],[370.09842602 140.22501114],[315.57349304 255.32753412],[324.74199189 229.47692873],[327.72560844 266.61558801],[329.37523632 283.71576463],[284.15529332 261.29393578],[292.73298797 241.09147136],[298.85808286 277.00512356],[299.19547865 291.8462765 ],[255.05080255 270.65516154],[267.50316816 255.12119662],[273.66740702 279.926325  ],[272.42840865 295.45641898]
[268.72031626 376.64435551],[312.32965834 367.77807671],[343.31471837 326.55793594],[343.68084655 282.73689707],[326.00314528 259.03992532],[344.16946211 258.44462498],[352.1882407  201.69328617],[360.15672945 167.1264167 ],[364.38570607 136.62093228],[315.16527838 256.4994298 ],[321.23376815 230.47889117],[324.62054061 269.65316688],[327.00012098 285.6961522 ],[281.74442621 261.10075806],[285.67760401 242.9864381 ],[292.12285183 281.62158318],[292.81096946 296.29486726],[249.32260045 270.13370554],[260.03618037 255.64403779],[266.13254645 281.49511211],[263.34915874 295.17045068]
[266.88915993 383.70368185],[315.21256979 370.9496324 ],[346.99221725 326.15291673],[350.48229941 280.6991904 ],[331.59444132 252.99955394],[350.60283115 259.95161319],[357.41224742 202.20585485],[366.67675381 165.22043028],[373.66017759 129.85412795],[319.6281909  259.28300831],[328.33742134 227.62943942],[331.50006968 269.94666373],[334.35398503 288.11163576],[283.76824445 263.72604614],[291.81440379 240.71381328],[299.18830824 282.78360169],[300.41578585 298.27717733],[249.65934715 272.20861234],[264.04560364 253.9844489 ],[271.68851044 283.94198283],[271.35525456 300.86541751]
[263.94301262 397.24687871],[316.6751429  382.75730998],[356.00537512 338.57235661],[359.65336128 291.16323159],[332.54465348 266.45401837],[356.2297864  267.95132729],[368.80665365 208.63340749],[378.92957498 169.05315518],[384.77691449 130.30908164],[325.98136471 263.15000314],[334.40525385 224.06741039],[335.65158466 269.79065628],[334.30160745 294.40737913],[291.12822887 266.38636323],[298.86962715 232.72819025],[302.77668152 281.13912667],[300.77785861 305.28991198],[254.53311837 276.962052  ],[267.90112684 243.30052867],[275.23598742 274.55977926],[274.45809387 297.04456915]
[270.97933095 370.27870899],[320.5995965  371.40416638],[360.60041845 340.71542329],[363.11255999 301.44202003],[339.67181745 276.61887724],[363.48350416 258.48250764],[378.29808931 204.29239071],[388.23050865 170.20112724],[395.05631157 139.90725871],[329.76256653 251.2903004 ],[339.47676887 235.42292618],[329.61874609 282.56372768],[325.84887289 293.84053023],[291.95962011 253.29322133],[302.23069085 245.9873085 ],[300.03885264 295.75693214],[300.45192627 309.29510934],[255.28069809 261.30713931],[267.0794701  258.37293048],[269.93428431 292.25393923],[272.21731671 305.68874583]
[264.67990899 366.94166445],[313.72625245 368.78776768],[354.32656452 338.0632953 ],[353.38565138 299.91739893],[329.30939435 277.83251219],[362.82604555 256.55739996],[376.45304362 202.34920472],[388.07091282 168.19928415],[397.36368337 142.21498873],[329.37673946 248.14255019],[337.16805633 230.70597309],[325.41315413 277.76988347],[322.73860401 292.2333897 ],[290.05619494 249.81858278],[297.03146462 242.23627555],[292.63917595 292.5940406 ],[292.17892    308.40401907],[251.98663725 257.3051637 ],[261.9003996  255.83494374],[261.96007931 289.97035626],[262.09628969 304.21753754]
[238.15150109 403.97899007],[301.29189794 385.40331659],[339.90153681 336.01305666],[353.53893373 283.57451415],[349.04556194 239.61424329],[349.27263465 272.89464466],[374.32653217 206.62034022],[388.26510669 161.33985861],[394.58528293 122.14880518],[319.95908793 267.58938757],[334.14998077 218.4608389 ],[328.61243903 259.51562569],[322.29646605 289.5664715 ],[284.27165984 265.9611407 ],[288.59342947 227.83619333],[283.31954347 274.57701473],[278.67899432 303.45753358],[245.88171466 268.63880076],[250.11567157 239.9318324 ],[252.40537614 271.26842839],[252.15914266 292.90449895]
[241.04757522 394.78191902],[300.59913842 384.02455252],[346.6149247  341.54821051],[356.52000422 285.77067755],[334.03543348 251.53475441],[347.60534791 272.00392381],[372.43684538 203.21074933],[387.70643797 160.69638771],[397.23881705 120.60563312],[315.423679   264.10082208],[330.74643953 221.38319605],[325.343534   274.38978107],[322.06402986 298.89308922],[278.8001931  261.92194596],[288.15480161 228.18672664],[284.98455222 282.9838783 ],[279.71135999 306.22219407],[238.63887573 264.47583997],[247.26675628 230.23326902],[251.91472691 267.61463489],[250.80475989 291.55658107]
[232.74795355 410.44711724],[299.43326639 400.27602144],[340.39163005 356.96203962],[339.90900839 300.79812557],[312.98620935 271.71630013],[343.12858608 269.86474848],[365.01971956 205.90854618],[380.54202958 159.23577184],[393.7228604  117.58067358],[307.12683983 263.16547364],[322.38991972 222.10020912],[313.33998759 275.29776613],[314.23032221 307.37008795],[270.11105112 265.01932732],[281.05983603 226.3786365 ],[275.69793188 278.28181373],[275.2822835  309.09301397],[230.07451385 270.25154981],[243.38589172 234.78757975],[243.70060613 267.56350178],[243.1388882  293.61620625]
[240.62208403 407.29057348],[297.49619648 399.59223602],[336.80269925 355.45049929],[335.73091052 303.68150033],[308.60503614 270.93856273],[337.68710614 271.95843744],[351.26139728 207.57036724],[366.44639232 162.16936834],[373.8835382  119.49582014],[303.44746575 265.59811914],[312.35193845 228.52070957],[307.87583571 279.97563648],[304.42758236 303.59164586],[265.49895689 267.79618152],[270.33089926 238.34113851],[270.94951914 293.71463644],[269.99957268 317.68176429],[225.11984625 275.9860422 ],[232.45200322 248.26548548],[238.42431208 284.54483677],[241.27475648 306.22967223]
[233.84896207 423.07474447],[297.38430177 412.27396855],[335.98358183 360.05320108],[329.71919991 304.41836781],[294.80172533 276.18209226],[328.17759242 277.12153971],[340.2192218  206.95398369],[353.26234569 160.82404462],[362.99039529 116.5895349 ],[292.97711176 273.35629337],[306.04511197 232.09734075],[302.76680031 290.03863705],[304.61267998 317.08167726],[253.7159555  276.48368549],[263.10344991 240.72452423],[266.77903835 295.77319269],[269.01311308 318.78257668],[212.60832725 287.2252394 ],[226.05238787 252.44738099],[234.33805265 286.11327375],[238.5200404  308.12447622]
[243.14348218 419.32842756],[305.15087396 410.54334652],[339.91474316 362.82017902],[326.39658023 307.81906619],[290.23394854 277.46724476],[329.38041359 269.69363894],[330.28082973 203.30246589],[336.69192983 159.55259681],[339.29693293 116.6739861 ],[292.67952314 267.31107719],[296.66891973 241.40202123],[295.26479442 302.74223452],[297.31604032 322.9773572 ],[252.74113834 274.99764456],[254.34515808 252.8809594 ],[261.87332446 309.91460474],[265.12900231 326.11466435],[210.97551025 289.20818158],[217.76494131 268.93392967],[228.60322783 307.33972468],[235.06716405 323.14421973]
[250.73117897 421.39645688],[307.68831794 412.51795124],[341.00700951 361.53080332],[328.21087489 304.914216  ],[295.78948015 279.38241949],[332.59389078 265.91364693],[328.56719653 200.25373763],[331.82711526 155.46225977],[332.23787435 114.910595  ],[294.59581325 262.17706435],[300.6210334  240.18821139],[301.8430235 298.6541911],[301.96561452 318.91062289],[254.34473386 270.12602979],[260.37399643 254.55505611],[268.97744934 307.80938066],[270.06059379 323.49185432],[215.01995044 283.69417233],[224.22879762 268.52577172],[233.48796179 307.05784186],[234.57331497 321.50827234]
[245.39263423 422.99662443],[301.61989734 415.02803039],[337.8278385  367.43692516],[325.23206319 312.88177581],[295.52880824 271.69060866],[327.74800008 269.92219844],[327.61507424 200.12443643],[333.46181926 156.29971677],[333.10772425 124.46608075],[288.17215342 263.95968478],[298.93791957 235.70986749],[302.2433557  295.06912717],[297.35762261 322.92313611],[247.00194821 271.60163337],[255.81636952 257.6969548 ],[267.26222471 314.50561937],[267.82260837 332.9172342 ],[207.85143651 283.45278614],[218.36066449 283.09117517],[232.32205352 323.18082882],[234.64141504 336.80504225]
[248.4049732  426.43631552],[307.9828099  420.37007531],[344.31423074 368.74520674],[333.04759316 308.00656073],[301.78025524 275.07754167],[326.64406055 268.46947405],[324.07700927 202.05932193],[327.92677224 157.46192462],[330.68663037 118.80963399],[287.20871249 265.65379637],[294.93077487 241.24593937],[297.00121987 299.92694855],[297.94833046 324.97548354],[245.37478002 274.31798038],[253.67421456 255.37040857],[262.80922831 310.61509097],[265.73213107 331.88395821],[205.87021186 287.36942665],[215.11292352 270.50831568],[226.9329204  309.58073101],[230.8042057  329.97579375]
[248.79768785 434.46796259],[307.90125649 416.69687076],[341.69927541 368.22721438],[322.08268953 317.81903347],[283.08582278 295.61070957],[323.22994958 267.96136209],[318.95073778 200.96527426],[321.36526656 157.36958015],[319.86890121 119.14696634],[285.36634788 267.34163108],[288.5294341  240.34829603],[294.66684777 301.49358594],[296.51658661 325.30237975],[245.25949068 279.21106151],[247.23212215 259.83196692],[259.14031217 315.85306892],[261.56231855 336.30284981],[204.77287741 297.11452175],[214.0288184  280.02586157],[224.22433553 318.95489298],[226.24161394 338.18441486]
[239.08062194 438.50268848],[298.52929941 422.72280787],[336.63821282 369.18741074],[320.37849189 311.60276584],[275.06243751 285.02131424],[317.01639653 273.83411317],[313.6039917  207.58552923],[314.72956285 161.17882788],[313.15771894 119.59501947],[278.16934199 274.04109677],[282.75906081 239.37323362],[287.73997435 299.78215824],[287.99292373 331.75302931],[238.71428063 283.22419961],[244.59111692 251.9533951 ],[254.70586214 307.62048199],[256.96462014 335.83309622],[199.66740546 296.98150639],[207.34649477 269.01427933],[215.9309653  306.97572248],[217.77286886 334.34675177]
[241.62437767 420.8713852 ],[291.10056682 414.36674429],[320.84973883 362.76269798],[307.34156839 315.41224527],[275.94901993 281.01980069],[313.09898524 266.15380541],[313.54132416 200.70778033],[317.00710236 154.03460041],[318.80403153 119.15663684],[265.73773342 266.40405661],[269.39620085 232.66541564],[274.40249077 290.32735034],[274.19127473 319.3311306 ],[225.00432174 278.82632369],[225.96204195 260.24844679],[238.44527896 316.50290301],[244.30294151 341.04994465],[185.29477523 294.44473327],[187.5535249  281.47118275],[202.52715664 320.32451774],[209.05377656 341.35881034]
[234.24415384 433.97516334],[291.73836527 410.05323017],[320.78276726 349.32823599],[303.89758967 289.80883887],[263.44292613 262.77499834],[303.59830612 268.70968355],[298.8121575  199.21037298],[300.65735391 152.91593463],[302.38518672 110.55191775],[269.05097495 272.3832749 ],[269.8446409  226.39779107],[275.74439347 282.70467666],[279.49195718 315.69984438],[230.50513639 281.32327302],[232.77950108 240.40101663],[244.36393727 294.45775837],[248.73188198 325.15733799],[192.67943466 293.47747047],[197.4075336  253.98555469],[208.87025882 288.83570464],[214.6076497  317.60015267]
[234.17315735 420.86556389],[291.56847067 399.70365372],[320.10084402 343.67711396],[301.36221718 286.0879862 ],[264.99057828 255.60348236],[300.73659441 261.64005651],[297.27533386 192.14415545],[300.39896419 148.68634042],[302.12433608 110.87259483],[266.43774246 264.7529032 ],[263.74300629 226.09189293],[270.89404638 284.73106701],[280.80819329 312.98852422],[227.84143695 274.76296766],[226.94300938 243.20105584],[240.46321872 297.32093522],[247.88711926 320.59743492],[191.04339627 289.2207955 ],[198.22740569 259.90259588],[210.96705603 294.10475574],[218.04335451 315.78242604]
[234.88181598 421.37907699],[291.77013723 400.74174673],[316.90649971 342.14758874],[298.45915329 284.99713994],[262.17222567 256.19825856],[301.90430567 262.9250306 ],[296.50949918 191.28325979],[298.09748755 148.59609122],[299.04474761 110.4922772 ],[269.54242769 266.02915859],[265.33810305 224.86136984],[269.58225835 281.81494885],[278.84918216 308.43311815],[230.41419246 275.33885088],[228.11265881 242.82669136],[238.14863746 300.23139496],[245.19719452 324.19370466],[192.40594432 290.23182727],[196.07437492 260.69186722],[207.54931385 296.84346626],[214.46593006 319.10221238]
[235.97014801 418.57288768],[288.68242051 399.5401365 ],[312.82706342 347.01637652],[294.75581662 291.80397094],[255.08569727 262.80674006],[297.93820552 265.46711007],[290.82966876 193.26551983],[292.88127657 152.47399738],[293.35454685 118.44269659],[264.90575371 265.19787995],[261.68128573 231.11984779],[265.36240855 286.53552619],[271.35767629 304.61788256],[226.76150094 274.2892242 ],[224.97640826 248.11901467],[236.75434344 301.67970172],[244.04766467 317.50604902],[190.42008688 288.75258236],[193.9985855  263.80960955],[207.10223331 297.25391404],[215.66609613 312.47270128]
[231.02563761 422.85043233],[282.66865536 397.43561859],[305.1023603  340.17246437],[285.87514945 285.30132268],[248.55842422 257.26413458],[289.93100079 262.6941681 ],[282.83032617 195.58786001],[282.99805551 153.14404065],[284.57987436 118.1564753 ],[259.23882234 266.11793071],[254.31555056 222.52336029],[259.48241391 274.72099826],[264.28917517 298.96360729],[223.36815378 276.19227828],[219.50431782 239.01929114],[232.70958481 291.14628369],[237.48419407 314.60715989],[188.70654191 289.44517112],[191.20607289 259.48359557],[204.16264813 292.73058446],[208.20217552 315.68481895]
[226.31585255 416.98073698],[279.47347915 391.6982144 ],[302.43418504 333.09031469],[280.70898335 283.62726811],[240.54595215 265.90622411],[279.52226812 255.48843843],[275.09282655 192.9271652 ],[274.5362132  152.42446152],[274.72583851 112.8490023 ],[250.50446786 261.39779948],[247.83166347 225.32506305],[257.51881475 278.33921004],[265.95925894 305.84847483],[216.76905389 273.65754743],[213.43437207 241.84324529],[227.66410479 290.04733531],[233.79990389 314.99804168],[185.05563708 292.13849354],[190.80720531 262.04571228],[204.26341386 292.61526446],[208.17477025 316.50257106]
[223.58589029 403.52797415],[270.24960419 377.97813678],[295.49157612 325.03750089],[279.98183745 277.13366835],[243.43426277 252.5260536 ],[281.84726334 251.81185298],[272.67420571 189.28843691],[272.87690363 152.37988348],[271.26858567 119.84347926],[252.19644535 254.02009035],[247.56673815 227.3521967 ],[254.00473172 278.49564892],[257.38756867 294.49566793],[217.0642305  263.76321199],[214.62034385 251.06914962],[227.98254499 304.15699764],[232.49606734 316.84098294],[183.44736089 279.19205527],[185.55496178 263.09464056],[202.5189531 299.4017388],[208.77915046 314.21602875]
[226.31754409 397.3006819 ],[270.13423575 369.66304352],[294.05099597 313.80130823],[280.72702509 266.58106224],[246.99761757 244.94564746],[279.04220712 246.90786076],[273.76543525 184.24169599],[274.51468195 147.31479019],[276.02150888 114.4788046 ],[252.48187646 250.68185553],[247.75489289 213.22687204],[256.76272355 257.84396563],[265.50735927 280.77409397],[221.24888709 261.37682886],[215.36349454 231.74714074],[229.15524897 278.21534157],[236.97445956 299.82521989],[191.50193431 275.74049798],[193.80402761 248.3861569 ],[209.17631898 278.09014146],[215.65148003 297.68338454]
[221.94093562 392.89987746],[268.43681757 367.90783925],[293.10091329 314.3215325 ],[285.36457946 271.85269881],[259.07530318 254.15777839],[277.63497679 241.83651886],[273.03781901 186.26009463],[271.640749   149.36991039],[270.82868749 117.03583018],[252.68764057 243.04642415],[249.18208725 200.28328949],[258.94641819 224.74452343],[268.8256814 245.7233406],[223.64202966 254.23470651],[219.95434222 219.69240408],[231.08486564 265.46381512],[236.91503738 298.26647314],[195.73972029 273.20120709],[201.90427382 246.49255294],[213.73270637 274.16017279],[217.74954821 299.01714765]
[225.58240747 385.03812459],[272.6153148  358.23033298],[294.38056514 308.76631421],[287.24001628 266.34306567],[260.025767   245.94557337],[280.88858776 245.92048241],[277.82297454 190.12631449],[278.55869164 156.33132084],[280.33426451 125.49181597],[257.60828727 251.67211344],[251.24765688 215.81653676],[257.43812326 258.95854295],[264.57809399 284.82296616],[228.79562779 262.35591806],[222.4770774  230.06269831],[234.55515753 274.04351409],[240.72757194 298.06314865],[201.8393704  277.57645788],[204.23946495 252.26027619],[217.11983923 279.79689631],[222.19967462 298.86034548]
