[220.80988275 411.44018879],[254.58638012 408.68501057],[267.78552521 374.4485495 ],[247.00968324 345.96475169],[220.8547773  319.54881042],[276.60977703 310.34694104],[294.40368798 269.53752178],[307.34001912 242.2773787 ],[319.55957939 219.79450671],[244.90172169 307.20110824],[237.82636721 250.81257823],[237.43522325 209.69789924],[238.86196098 173.13125562],[216.20764004 318.10563683],[211.36544007 298.6967972 ],[219.58550637 338.32766541],[224.39781427 358.03150275],[189.63779681 330.89813922],[190.05459848 323.94000747],[199.73530983 352.4931592 ],[208.56991923 371.86641941]
[368.09956667 278.09127233],[385.50080198 277.25795818],[390.99353366 259.87577624],[383.11874897 246.86929807],[372.44990712 239.12001488],[394.61978927 234.95403588],[404.63922536 215.50599616],[409.97411262 203.55328797],[412.93870552 193.88715962],[378.55411425 232.61602   ],[371.9213604  205.13724404],[370.11743383 190.38321482],[367.33968658 178.12723921],[363.14850095 236.14783965],[357.04608763 224.19363815],[364.07803018 240.05437634],[367.64560366 249.6128188 ],[350.58412589 241.37749139],[350.08099484 235.88737014],[354.48642236 247.8187892 ],[357.27301277 256.50100068]
[383.44182079 273.01339177],[401.83038704 270.75954837],[407.4839994  255.91798375],[399.20133145 244.89460662],[390.25541525 236.54214805],[412.6740265  228.76976973],[421.49353531 209.92010561],[428.49389069 198.45819227],[431.8265993  188.12175843],[397.31605705 226.17438019],[391.17353539 200.89531376],[389.4396997 185.8631079],[386.57195049 171.8236983 ],[382.50714299 229.39271269],[379.66969999 220.40852564],[385.11091201 236.11516266],[387.70940903 244.4201119 ],[370.29944331 234.81068851],[370.32722865 230.32032195],[373.61840034 241.05277451],[375.63537106 247.88329361]
[393.86695744 274.63741451],[413.21913015 269.71657669],[419.09171724 251.86881378],[414.18862073 235.93868037],[406.63487639 225.33814703],[422.50834548 229.49400477],[434.09356329 211.01537922],[441.51642761 199.92130625],[446.34917279 190.2579777 ],[406.99023561 224.20964679],[404.17742238 198.70391859],[403.08288092 182.81971415],[400.47766237 169.33475749],[392.20502632 226.75628555],[390.02184005 215.0898033 ],[395.53791869 231.57369447],[396.91089231 243.20661362],[379.30271511 232.8358894 ],[381.81652259 224.04163771],[385.86001149 234.65138158],[387.49721273 243.80421544]
[402.82057467 272.08053625],[419.81496405 267.91246488],[426.4993248  249.40295989],[420.9534771  235.37092957],[414.12034035 224.81284596],[432.07976117 223.43016033],[444.77795746 206.8164218 ],[451.8433721  194.97717099],[456.15977131 183.98522916],[417.3886047  219.58328325],[415.08048541 195.52711631],[415.3072712  179.94007938],[414.59742339 165.93565465],[404.19266213 222.88853137],[402.36069973 212.56345471],[407.9638645  229.42014765],[410.16913214 240.12237322],[392.12886544 229.22044985],[393.10800285 221.31268966],[396.84109791 233.18352911],[399.11998841 243.45679899]
[410.07906051 268.03219254],[428.44150604 264.50221973],[435.84556213 246.76942092],[430.03069269 231.19556007],[423.5006974  221.57570079],[440.71368388 221.20290791],[452.75540251 202.36917862],[459.34035293 190.47228841],[463.11301373 178.38933993],[426.22277946 217.26094268],[424.58595839 193.4863666 ],[424.57427715 178.80367686],[423.61645108 162.31001924],[412.59762623 219.69179545],[411.40418103 207.89869907],[415.08585411 223.47974535],[415.85499451 231.86317756],[399.96682442 224.10225606],[400.79129013 215.44538184],[402.95494973 226.7856249 ],[403.45034565 234.96312658]
[416.11340984 267.1285838 ],[434.54463905 264.4237803 ],[442.03647628 245.73862185],[436.47400582 231.45520416],[429.28928998 221.95609767],[447.9206937  219.92560621],[458.78344234 200.0624572 ],[465.79463046 188.06281644],[469.61181621 176.7807442 ],[432.74933361 217.01621956],[428.88394413 191.10874435],[428.57634446 175.47626433],[427.12679635 159.01099539],[418.22035627 219.64616185],[415.07164757 207.91584157],[418.79466121 223.57127062],[420.43305196 232.58972242],[405.14702057 224.57246713],[404.88255697 216.18165701],[407.75281507 226.59918147],[408.91181549 234.66878312]
[424.35919758 261.98097082],[441.52768972 260.08288973],[450.38804089 243.45049942],[442.77646605 229.34988216],[431.92978194 221.43708498],[455.27696219 217.09156931],[467.01234497 199.07809414],[473.47376739 186.27775719],[476.83471981 175.07234442],[440.05064821 213.1121181 ],[436.57728329 188.20624455],[436.92677091 174.00436205],[435.03221776 161.2844913 ],[425.63188026 216.03466014],[421.83365746 204.67751143],[427.83941224 221.88969775],[429.96140978 231.97258489],[412.78096303 221.4750254 ],[411.93559672 214.90076044],[415.63476823 228.84377385],[417.60984527 239.02774081]
[427.20267172 265.94792295],[443.59465041 261.53402763],[452.99417536 241.83635872],[444.05150873 225.62519815],[431.95658718 215.9264257 ],[459.57215797 216.34207995],[474.95337635 199.19884916],[481.38625388 187.37663416],[486.70960283 175.65266349],[444.66289691 211.01794401],[443.23736581 186.88113969],[443.37266679 170.11847255],[443.46667231 154.14567153],[430.57102164 213.24544428],[429.60454212 202.03147569],[434.73064757 219.37335328],[436.88350235 230.17189084],[418.79613717 219.42584741],[420.50557377 212.50563331],[424.35825907 225.8105369 ],[426.11462383 236.49636939]
[432.47588289 262.10583248],[449.71733527 261.28254557],[461.22657183 241.6435685 ],[453.40862036 225.91824218],[441.64415906 215.9863096 ],[467.12699471 213.70309323],[481.24816094 196.42943962],[487.69402076 184.3597317 ],[492.10559433 171.05691093],[451.11586489 208.51264334],[448.23160748 184.5040429 ],[447.39905445 168.74790692],[445.6285764 153.20988  ],[436.70274922 210.31823049],[436.862325   200.24421787],[441.97279844 217.75179911],[443.71859448 228.0114595 ],[424.54969615 215.66579334],[426.08339645 208.21621209],[429.10096335 220.75525463],[430.57678039 230.57823186]
[437.95896609 257.84188599],[455.84653317 257.38031828],[466.72057678 239.19724935],[460.20774154 224.42492387],[450.03194514 214.41744531],[472.92499    214.61687971],[486.25106469 197.00707968],[494.43795255 184.64393941],[500.58682787 171.60132066],[457.37874331 208.55499837],[455.45024817 184.94788927],[455.69770532 168.12243683],[454.94483226 151.51595096],[443.67996492 209.42967859],[445.26716101 199.86820097],[448.91824355 217.20762841],[450.06439062 226.66335158],[432.30251869 214.34420389],[435.16822177 207.75694117],[436.96515851 220.3601084 ],[437.51491143 230.11518751]
[450.16795834 250.01180038],[467.85433709 249.85517926],[479.44675523 232.47148721],[475.05324582 218.24250255],[467.4484896  210.96903575],[482.35505812 210.57001077],[495.64858607 190.64576799],[504.72595566 178.20039977],[511.89941461 167.32774155],[466.75668032 204.49841965],[466.2911286  179.25988444],[465.80282389 162.25201407],[463.50401987 145.73246768],[451.96993271 204.72384929],[453.61726042 197.28771195],[459.42908387 215.14253067],[460.82184017 224.99820048],[439.42288999 208.91749898],[444.43055583 205.72532916],[448.55109135 217.22376901],[449.66779041 226.14172577]
[459.47570491 244.7810061 ],[478.01290261 247.31073613],[489.25185344 230.16743188],[480.29261017 216.85485414],[467.8447716  210.33564356],[493.28247084 204.59221861],[505.74411287 183.99778463],[513.43341067 172.32294762],[518.15433589 162.08270593],[477.04033241 198.71997146],[474.29902728 174.36525537],[473.57004716 159.14189653],[472.67069959 143.39246021],[463.03839589 199.96165695],[465.25460258 193.66072122],[469.78974866 211.80302005],[472.27673237 221.08629713],[451.73704946 204.85629461],[455.18571622 201.32110102],[458.62073077 213.09528064],[460.73099667 220.88819444]
[469.41700262 246.41258789],[487.80048385 247.3065051 ],[498.27829431 231.89470419],[492.20382826 217.52552529],[483.08452273 208.75782448],[503.68127842 204.30481611],[516.72999604 183.8676325 ],[525.40915929 172.0680725 ],[530.5105828  161.82480394],[487.4135287  197.06020344],[486.82395056 172.26729829],[487.09225569 156.64154602],[485.74789133 141.41172042],[473.58824035 198.18162189],[476.4335658  191.16284731],[480.96870522 210.8982454 ],[482.07263778 222.22766148],[461.71635938 203.36414623],[466.71866262 200.37189291],[469.58468363 213.54683593],[470.77261534 223.3941733 ]
[486.42250455 245.51327107],[506.9451108 246.4579825],[515.93267223 229.79222981],[509.27509529 216.20388915],[498.89040765 208.21967572],[522.61192247 200.36168157],[534.96371717 180.11080431],[544.05020155 168.38663649],[549.60849882 159.07976411],[505.56696523 195.26692043],[502.99685014 168.37357407],[501.95487459 152.02248263],[498.5232645  136.21198041],[490.59943758 197.83838724],[494.43804926 192.2281469 ],[498.7242578  211.45857201],[499.01136642 220.39915413],[479.00093591 202.8849543 ],[484.9617348  200.38931639],[487.55797958 213.4735498 ],[488.04934195 222.11316653]
[490.42224071 247.54698621],[511.24224337 248.93985152],[521.94244533 231.11120972],[519.07920714 214.34331162],[511.13931629 205.30270994],[527.6699269  205.35554204],[540.89220559 184.83306756],[549.95191906 172.85722539],[555.57141942 162.7549699 ],[510.55437331 199.54311009],[509.18721192 171.87456018],[510.37351237 154.40875842],[508.27187233 139.22908696],[495.05416923 200.82891399],[499.30595212 190.39846972],[504.60974782 207.63496591],[504.89490167 217.8716711 ],[482.61581752 205.30693368],[490.23617841 198.91046953],[494.06616295 210.76650337],[494.71568629 220.8109863 ]
[464.72557415 249.05622354],[484.04828022 249.81027711],[496.11751987 235.12256466],[491.01124129 220.70529822],[483.84742445 211.38065431],[504.48077638 202.31571244],[518.82600922 182.51591592],[527.54623378 171.74438054],[533.99102753 161.86677039],[489.39773702 196.32960814],[490.52967533 172.36649805],[489.95138984 156.7934297 ],[487.63538471 142.884306  ],[473.62716051 198.12376764],[476.88891566 190.60687434],[482.37690682 206.88777643],[484.74072266 215.00638562],[462.00723752 204.88823231],[468.57453421 201.3969649 ],[473.98905573 214.26464084],[476.90874239 225.02241748]
[430.67859592 247.33406427],[450.42969197 246.57270533],[461.88085965 230.11965383],[455.92905316 214.63137922],[447.00977793 204.44335026],[464.5326156 206.7797655],[478.87119133 187.17249043],[486.76199958 175.37858137],[493.42992697 163.60620232],[450.63912255 199.10847172],[450.71713498 175.9909295 ],[451.34040909 159.64740284],[451.95855867 144.12382791],[436.18935071 198.55487974],[439.36175618 188.61284822],[443.40723484 202.16474152],[444.23429736 211.38247877],[423.70909632 203.54608352],[427.93160655 198.3130807 ],[430.35073385 209.09219086],[431.16553315 218.35583524]
[394.93861865 243.66661687],[409.53363583 238.4405086 ],[411.9533513  218.83908619],[408.37477129 203.54791348],[401.58196271 194.39029189],[420.86006629 204.50007675],[433.36656033 181.69647037],[437.5958614 170.7837217],[438.14251541 161.21017622],[407.68943115 202.35488767],[402.22809554 173.24725662],[398.86684594 159.30673078],[397.49141337 150.02899253],[394.0163025  204.20604994],[390.51617859 186.44926512],[393.25580694 194.7722124 ],[395.69004069 203.59497656],[381.63575981 206.86728604],[381.07846123 197.15775191],[382.57842333 205.24708398],[383.09817093 213.65546899]
[344.74596073 250.64282075],[362.94649556 248.86843901],[372.10330494 233.19099552],[371.39145467 217.21718165],[369.01002105 207.7971299 ],[377.38028634 211.79585358],[390.32310775 189.32085988],[395.59076677 175.98246568],[398.96905376 164.24033551],[361.68433599 205.82351802],[361.724245   179.98851338],[361.41205799 163.76448707],[360.1621226  149.56893758],[346.02143408 204.50509105],[346.27088391 194.06426732],[349.16074062 204.54834661],[349.61322206 213.44050439],[333.18071811 206.02901471],[336.49953976 198.82444358],[340.20626828 205.7375388 ],[341.07990291 212.60051963]
[308.37436834 260.6530816 ],[324.72918695 252.8136638 ],[330.97558511 233.66489727],[328.81005057 214.83799089],[323.81218207 201.53706476],[338.18429087 220.92101809],[347.59910769 195.54427401],[352.65078373 182.73379903],[357.09301994 172.82523718],[322.12031773 214.94303019],[321.96611884 186.72670276],[322.72006607 171.50230987],[321.95193984 160.17119001],[307.07448728 213.12621975],[303.7000273  201.36481156],[304.7629586  213.85763753],[304.35528436 222.90783658],[294.30079313 214.67151791],[296.3716746  208.94465055],[297.33614567 217.46337799],[296.19764018 224.32746695]
[274.6514932  271.33639911],[288.98916063 263.1810433 ],[296.60082665 251.34076781],[289.38409159 238.69404479],[282.06405438 225.35574136],[300.27064766 229.24533217],[312.27978711 205.80635975],[317.62656446 191.21718336],[322.6508492  178.11267546],[283.48889785 224.4019328 ],[282.94143602 195.45317425],[283.45619834 179.99499963],[283.01227401 167.73602299],[267.24952087 224.65335869],[263.22160327 211.98173584],[265.01873621 225.95663947],[264.42541723 234.96699145],[254.17020263 227.55812179],[255.18606952 216.56386264],[256.45635058 224.3132522 ],[255.20809605 231.10638441]
[254.82747883 270.84796483],[269.11692452 270.20617637],[274.67758396 257.17802767],[267.2328667  244.56780459],[257.15632908 231.85919219],[285.09128765 228.50643402],[292.5052557  209.18260101],[297.41140491 194.75975627],[302.04748186 180.34356029],[267.46862979 223.51408176],[264.42869874 196.59817667],[265.0111885  181.15817894],[265.53580785 165.39632064],[250.32779336 224.16373431],[240.98516266 215.2208363 ],[244.05444455 232.39105803],[246.24826447 240.35401991],[234.84366147 228.68599654],[230.55109925 223.09526274],[233.9324154  233.79109625],[236.88485291 240.09566206]
[237.59993637 276.90646587],[251.12697954 269.78901409],[253.37547352 258.9571892 ],[241.8018359  245.32569904],[225.38991236 232.67549794],[263.39632795 233.9707346 ],[273.9709608  210.99905561],[279.1148339  195.24656985],[283.94167065 180.32163737],[245.63299925 231.18185385],[241.97736281 201.22091198],[240.1091825  181.16322506],[239.88589627 163.32011139],[228.11709066 231.69621899],[219.65830834 218.17586128],[221.41885924 233.6856451 ],[223.73867047 243.77481464],[214.22715079 234.38395385],[210.95040076 222.52483604],[213.8826976 232.281041 ],[217.25262837 240.59970544]
[223.63204167 281.87461466],[235.16238922 272.57721672],[237.44051397 258.7999156 ],[227.86948144 243.28746792],[219.51056521 227.56539404],[244.7701305  230.59644936],[250.40289901 204.41289529],[252.55055168 188.47557336],[254.79586083 176.64802817],[229.31905158 229.98068711],[229.83055068 199.05928474],[230.15395705 181.46289592],[229.18445249 167.46575632],[213.95185911 233.69900741],[203.02635774 217.66393574],[202.41579916 231.29896129],[201.22384333 240.57738226],[200.08809429 238.30831383],[193.12021709 229.4549862 ],[195.1640263  241.04311676],[197.45253526 251.4873979 ]
[211.71748572 284.76096102],[221.188226  273.8525096],[218.71193473 258.77554194],[204.20255435 244.36050819],[190.64265119 234.29904927],[234.65189251 231.60894445],[241.30620451 208.7419203 ],[246.05918777 193.25198072],[250.37528573 180.46943872],[218.93516392 232.78721117],[218.85937425 201.07810964],[221.34020027 182.87868751],[224.44494445 170.94929038],[203.43426694 237.07808299],[191.81215341 221.97734006],[191.36722687 235.76625014],[191.01689275 246.51940203],[189.99761851 243.3181382 ],[181.32032098 236.75527872],[181.55675916 248.77927623],[182.60071352 260.58660613]
[195.93124927 294.07646401],[203.75240205 283.05628252],[200.63000253 266.28812147],[186.96140754 251.20227929],[175.65425005 242.6190371 ],[217.41554857 238.84857157],[221.88098495 209.62724469],[226.70584311 191.40292409],[228.18236633 176.90092446],[203.27637008 239.26134223],[205.55283225 205.22302502],[206.1165424  185.90843065],[203.95314245 170.79326734],[188.66808454 244.09398561],[172.95724024 226.24510223],[170.47627105 238.92134196],[168.52937804 249.45451984],[175.08756808 250.85444318],[162.3786168  238.90364544],[161.6579748  246.42392652],[162.13939796 255.24829526]
[177.28489504 291.14566624],[188.47856291 280.45432427],[190.00857388 263.2987426 ],[181.79406277 248.56068429],[170.33905543 237.11951877],[196.17110459 241.88238066],[198.9356818  219.42445745],[201.01340094 204.26377828],[199.57920552 193.17602802],[182.51603039 241.04906718],[173.56703784 215.72411318],[168.14713154 199.42886091],[163.1044501  188.34251852],[168.90947074 244.85076188],[151.50852358 236.06810384],[152.1421398  251.41840223],[154.29162899 262.07737349],[157.29973872 250.94655261],[145.36472073 244.77839536],[146.05500343 257.28500687],[148.13290361 266.49921197]
[152.78120743 296.8043423 ],[159.33464083 293.96120071],[159.495835   280.59818188],[146.61183804 266.63501965],[133.41905989 254.35333874],[169.17903783 249.03298129],[175.89225063 229.53199517],[180.94933845 214.57145509],[183.99175293 201.39425569],[154.44500226 247.12967176],[148.99889683 220.04927326],[150.11328013 203.76332296],[150.35507345 189.80114128],[140.06396698 250.76303611],[123.66563732 241.74150786],[126.03602498 261.13691725],[128.22938199 272.89523554],[127.90901886 255.84912546],[114.50520472 253.2685708 ],[117.92271668 268.17193465],[122.48814616 278.3683299 ]
